Dataset,Classification Type,Metric,Kernel Type,Q,Sigma,C,D,SVM Time,PCA + SVM Results Accuracy,PCA + SVM Kappa,KPCA-Time,Gamma,Total PCA Components
PTSD,Multi,logeuclid,GaussianGeneral,0.5,4,,,0.0012229442596435546,0.48341736694677867,0.0,0.01,0.5,75
PTSD,Multi,logeuclid,GaussianGeneral,0.5,8,,,0.001212294896443685,0.4825770308123249,0.0,0.01,0.5,75
PTSD,Multi,logeuclid,GaussianGeneral,0.5,10,,,0.001193873087565104,0.4824089635854342,0.0,0.01,0.5,75
PTSD,Multi,logeuclid,Gaussian,2,0.5,,,0.0012567679087320963,0.5058263305322128,0.050627595302493736,0.0,0.5,75
PTSD,Multi,logeuclid,Gaussian,2,1,,,0.0012827873229980468,0.4824089635854342,0.0,0.0,0.5,75
PTSD,Multi,logeuclid,Gaussian,2,2,,,0.0012195587158203125,0.48302521008403365,0.0,0.0,0.5,75
PTSD,Multi,logeuclid,Gaussian,2,4,,,0.0012022813161214193,0.4899719887955182,0.029032258064516127,0.01,0.5,75
PTSD,Multi,logeuclid,Gaussian,2,8,,,0.0012378056844075521,0.5154621848739496,0.07527020903093601,0.01,0.5,75
PTSD,Multi,logeuclid,Gaussian,2,10,,,0.0012787977854410808,0.5821848739495797,0.24555403137888168,0.01,0.5,75
PTSD,Multi,logeuclid,GaussianGeneral,3,0.5,,,0.001315625508626302,0.5440896358543417,0.17618759972359987,0.0,0.5,75
PTSD,Multi,logeuclid,GaussianGeneral,3,1,,,0.0012964248657226563,0.4980952380952381,0.03563066733643769,0.0,0.5,75
PTSD,Multi,logeuclid,GaussianGeneral,3,2,,,0.0013139724731445312,0.4850980392156863,0.004778156996587028,0.0,0.5,75
PTSD,Multi,logeuclid,GaussianGeneral,3,4,,,0.0012713432312011718,0.5250420168067227,0.12160640044003604,0.0,0.5,75
PTSD,Multi,logeuclid,GaussianGeneral,3,8,,,0.0012260119120279947,0.48296918767507,0.0,0.0,0.5,75
PTSD,Multi,logeuclid,GaussianGeneral,3,10,,,0.0012109120686848958,0.4823529411764706,0.0,0.01,0.5,75
PTSD,Multi,logeuclid,GaussianGeneral,0.5,0.5,,,0.0012605667114257812,0.4825770308123249,0.0,0.01,0.5,80
PTSD,Multi,logeuclid,GaussianGeneral,0.5,1,,,0.0012514432271321615,0.4866106442577031,0.011211113285071413,0.01,0.5,80
PTSD,Multi,logeuclid,GaussianGeneral,0.5,2,,,0.0012285232543945313,0.48263305322128847,0.0,0.01,0.5,80
PTSD,Multi,logeuclid,GaussianGeneral,0.5,4,,,0.001247262954711914,0.4828571428571428,0.0,0.01,0.5,80
PTSD,Multi,logeuclid,GaussianGeneral,0.5,8,,,0.0012149651845296224,0.4824089635854341,0.0,0.01,0.5,80
PTSD,Multi,logeuclid,GaussianGeneral,0.5,10,,,0.0012043317159016926,0.48252100840336126,0.0,0.01,0.5,80
PTSD,Multi,logeuclid,Gaussian,2,0.5,,,0.001284170150756836,0.5095238095238095,0.06146173037294893,0.0,0.5,80
PTSD,Multi,logeuclid,Gaussian,2,1,,,0.0012738545735677083,0.4828011204481793,0.0,0.0,0.5,80
PTSD,Multi,logeuclid,Gaussian,2,2,,,0.001197687784830729,0.4845378151260505,0.004073522106308987,0.0,0.5,80
PTSD,Multi,logeuclid,Gaussian,2,4,,,0.0012392679850260417,0.48252100840336126,0.0006289308176100628,0.01,0.5,80
PTSD,Multi,logeuclid,Gaussian,2,8,,,0.0012484391530354817,0.5309243697478991,0.13174754603012367,0.01,0.5,80
PTSD,Multi,logeuclid,Gaussian,2,10,,,0.0012428760528564453,0.6595518207282913,0.37634773468225535,0.01,0.5,80
PTSD,Multi,logeuclid,GaussianGeneral,3,0.5,,,0.0012825330098470051,0.5769187675070027,0.2680103879497764,0.0,0.5,80
PTSD,Multi,logeuclid,GaussianGeneral,3,1,,,0.0013068040211995442,0.4886274509803922,0.011359530261969283,0.0,0.5,80
PTSD,Multi,logeuclid,GaussianGeneral,3,2,,,0.001300509770711263,0.4829131652661065,0.0,0.0,0.5,80
PTSD,Multi,logeuclid,GaussianGeneral,3,4,,,0.0012945016225179037,0.5485714285714286,0.1747373092071091,0.0,0.5,80
PTSD,Multi,logeuclid,GaussianGeneral,3,8,,,0.0016455491383870443,0.48274509803921567,0.0,0.0,0.5,80
PTSD,Multi,logeuclid,GaussianGeneral,3,10,,,0.0016904195149739583,0.4844257703081232,0.005721393034825869,0.01,0.5,80
PTSD,Multi,logeuclid,GaussianGeneral,0.5,0.5,,,0.001650857925415039,0.48257703081232484,0.0,0.01,0.5,85
PTSD,Multi,logeuclid,GaussianGeneral,0.5,1,,,0.00162353515625,0.4828011204481793,0.0,0.01,0.5,85
PTSD,Multi,logeuclid,GaussianGeneral,0.5,2,,,0.0013260364532470704,0.4830252100840336,0.0,0.01,0.5,85
PTSD,Multi,logeuclid,GaussianGeneral,0.5,4,,,0.0013861656188964844,0.48240896358543417,0.0,0.01,0.5,85
PTSD,Multi,logeuclid,GaussianGeneral,0.5,8,,,0.0013065656026204427,0.48291316526610645,0.0,0.01,0.5,85
PTSD,Multi,logeuclid,GaussianGeneral,0.5,10,,,0.001298824946085612,0.48268907563025215,0.0,0.01,0.5,85
PTSD,Multi,logeuclid,Gaussian,2,0.5,,,0.0013830184936523438,0.5286274509803921,0.10376374103396113,0.0,0.5,85
PTSD,Multi,logeuclid,Gaussian,2,1,,,0.0013634681701660157,0.48296918767506997,0.0,0.0,0.5,85
PTSD,Multi,logeuclid,Gaussian,2,2,,,0.0012835820515950521,0.4826890756302521,0.0,0.0,0.5,85
PTSD,Multi,logeuclid,Gaussian,2,4,,,0.0013031482696533204,0.48240896358543417,0.0,0.01,0.5,85
PTSD,Multi,logeuclid,Gaussian,2,8,,,0.001320664087931315,0.526498599439776,0.12371970424444942,0.01,0.5,85
PTSD,Multi,logeuclid,Gaussian,2,10,,,0.0013089974721272786,0.6820728291316527,0.4409563176384231,0.01,0.5,85
PTSD,Multi,logeuclid,GaussianGeneral,3,0.5,,,0.0013155460357666016,0.6264425770308123,0.35496047589132007,0.0,0.5,85
PTSD,Multi,logeuclid,GaussianGeneral,3,1,,,0.0013699054718017579,0.49378151260504205,0.02961550151341936,0.0,0.5,85
PTSD,Multi,logeuclid,GaussianGeneral,3,2,,,0.001329183578491211,0.48476190476190467,0.007066269535679977,0.0,0.5,85
PTSD,Multi,logeuclid,GaussianGeneral,3,4,,,0.0013436635335286459,0.5153501400560224,0.0975257074437102,0.0,0.5,85
PTSD,Multi,logeuclid,GaussianGeneral,3,8,,,0.0012781302134195964,0.4826330532212885,0.0021276595744680843,0.0,0.5,85
PTSD,Multi,logeuclid,GaussianGeneral,3,10,,,0.0013150374094645183,0.4830812324929972,0.0,0.01,0.5,85
PTSD,Multi,logeuclid,GaussianGeneral,0.5,0.5,,,0.0013483206431070963,0.4827450980392156,0.0,0.01,0.5,90
PTSD,Multi,logeuclid,GaussianGeneral,0.5,1,,,0.0013375282287597656,0.48257703081232495,0.0,0.01,0.5,90
PTSD,Multi,logeuclid,GaussianGeneral,0.5,2,,,0.0013292471567789713,0.4828011204481792,0.0,0.01,0.5,90
PTSD,Multi,logeuclid,GaussianGeneral,0.5,4,,,0.001315466562906901,0.4829691876750701,0.0,0.01,0.5,90
PTSD,Multi,logeuclid,GaussianGeneral,0.5,8,,,0.00129240353902181,0.4831932773109243,0.0,0.01,0.5,90
PTSD,Multi,logeuclid,GaussianGeneral,0.5,10,,,0.0013238588968912761,0.4828571428571428,0.0,0.01,0.5,90
PTSD,Multi,logeuclid,Gaussian,2,0.5,,,0.0013692378997802734,0.5500840336134453,0.15906011862977204,0.0,0.5,90
PTSD,Multi,logeuclid,Gaussian,2,1,,,0.0013739903767903646,0.4787114845938375,-0.00023778895255916293,0.0,0.5,90
PTSD,Multi,logeuclid,Gaussian,2,2,,,0.0013200600941975912,0.48487394957983193,0.005263157894736836,0.0,0.5,90
PTSD,Multi,logeuclid,Gaussian,2,4,,,0.001322476069132487,0.48240896358543417,0.0,0.01,0.5,90
PTSD,Multi,logeuclid,Gaussian,2,8,,,0.0013264338175455728,0.5303081232492998,0.13335167130155717,0.01,0.5,90
PTSD,Multi,logeuclid,Gaussian,2,10,,,0.0013573487599690755,0.6508123249299719,0.37566615753657134,0.01,0.5,90
PTSD,Multi,logeuclid,GaussianGeneral,3,0.5,,,0.001934194564819336,0.6687955182072829,0.4227915726213072,0.0,0.5,90
PTSD,Multi,logeuclid,GaussianGeneral,3,1,,,0.001825873057047526,0.487002801120448,0.016330304551163452,0.0,0.5,90
PTSD,Multi,logeuclid,GaussianGeneral,3,2,,,0.0015136877695719401,0.49019607843137264,0.020169720241913703,0.0,0.5,90
PTSD,Multi,logeuclid,GaussianGeneral,3,4,,,0.0015210151672363282,0.5036974789915967,0.04990201145153572,0.0,0.5,90
PTSD,Multi,logeuclid,GaussianGeneral,3,8,,,0.0014180501302083334,0.4846498599439776,0.003886397608370699,0.0,0.5,90
PTSD,Multi,logeuclid,GaussianGeneral,3,10,,,0.0014803886413574218,0.4828571428571428,0.0,0.01,0.5,90
PTSD,Multi,logeuclid,GaussianGeneral,0.5,0.5,,,0.0015203317006429037,0.4909243697478992,0.03140740740740741,0.01,0.5,95
PTSD,Multi,logeuclid,GaussianGeneral,0.5,1,,,0.0014375209808349609,0.48240896358543417,0.0,0.01,0.5,95
PTSD,Multi,logeuclid,GaussianGeneral,0.5,2,,,0.0013954480489095052,0.48263305322128847,0.0,0.01,0.5,95
PTSD,Multi,logeuclid,GaussianGeneral,0.5,4,,,0.001379680633544922,0.4827450980392157,0.0,0.01,0.5,95
PTSD,Multi,logeuclid,GaussianGeneral,0.5,8,,,0.001340945561726888,0.4829131652661064,0.0,0.01,0.5,95
PTSD,Multi,logeuclid,GaussianGeneral,0.5,10,,,0.0013446966807047526,0.48302521008403354,0.0,0.01,0.5,95
PTSD,Multi,logeuclid,Gaussian,2,0.5,,,0.0014303525288899739,0.5709243697478992,0.2014463904835239,0.0,0.5,95
PTSD,Multi,logeuclid,Gaussian,2,1,,,0.0014320055643717447,0.4862745098039216,0.019004810305456622,0.0,0.5,95
PTSD,Multi,logeuclid,Gaussian,2,2,,,0.0013683795928955077,0.48235294117647054,0.0,0.0,0.5,95
PTSD,Multi,logeuclid,Gaussian,2,4,,,0.0013565540313720704,0.48257703081232495,0.0,0.01,0.5,95
PTSD,Multi,logeuclid,Gaussian,2,8,,,0.001360925038655599,0.5224649859943977,0.10457868160473946,0.01,0.5,95
PTSD,Multi,logeuclid,Gaussian,2,10,,,0.0013745943705240884,0.5920448179271708,0.27043896412286805,0.01,0.5,95
PTSD,Multi,logeuclid,GaussianGeneral,3,0.5,,,0.0013999144236246746,0.6687394957983192,0.4053570970600698,0.0,0.5,95
PTSD,Multi,logeuclid,GaussianGeneral,3,1,,,0.0014185269673665365,0.49047619047619045,0.01664407903595911,0.0,0.5,95
PTSD,Multi,logeuclid,GaussianGeneral,3,2,,,0.001434771219889323,0.48492997198879545,0.012010135298883699,0.0,0.5,95
PTSD,Multi,logeuclid,GaussianGeneral,3,4,,,0.0014573891957600912,0.48677871148459384,0.009599687561023236,0.0,0.5,95
PTSD,Multi,logeuclid,GaussianGeneral,3,8,,,0.0013614654541015624,0.48296918767506997,0.0,0.0,0.5,95
PTSD,Multi,logeuclid,GaussianGeneral,3,10,,,0.0013678868611653645,0.4904761904761905,0.034408602150537634,0.01,0.5,95
PTSD,Multi,logeuclid,GaussianGeneral,0.5,0.5,,,0.0013929843902587891,0.4830812324929973,0.0,0.01,0.5,100
PTSD,Multi,logeuclid,GaussianGeneral,0.5,1,,,0.0013925711313883464,0.48263305322128847,0.0,0.01,0.5,100
PTSD,Multi,logeuclid,GaussianGeneral,0.5,2,,,0.0013956228892008464,0.4829131652661064,0.0,0.01,0.5,100
PTSD,Multi,logeuclid,GaussianGeneral,0.5,4,,,0.001392046610514323,0.4825210084033614,0.0,0.01,0.5,100
PTSD,Multi,logeuclid,GaussianGeneral,0.5,8,,,0.0013754685719807942,0.48291316526610645,0.0,0.01,0.5,100
PTSD,Multi,logeuclid,GaussianGeneral,0.5,10,,,0.0013490041097005208,0.4825210084033612,0.0,0.01,0.5,100
PTSD,Multi,logeuclid,Gaussian,2,0.5,,,0.0014646212259928385,0.5648179271708682,0.1916129477363008,0.0,0.5,100
PTSD,Multi,logeuclid,Gaussian,2,1,,,0.0015115896860758463,0.48072829131652656,0.009352295982667921,0.0,0.5,100
PTSD,Multi,logeuclid,Gaussian,2,2,,,0.0014992554982503254,0.49053221288515403,0.03380281690140845,0.0,0.5,100
PTSD,Multi,logeuclid,Gaussian,2,4,,,0.0014185905456542969,0.4829691876750701,0.0,0.01,0.5,100
PTSD,Multi,logeuclid,Gaussian,2,8,,,0.0013751983642578125,0.5227450980392156,0.10972919617870759,0.01,0.5,100
PTSD,Multi,logeuclid,Gaussian,2,10,,,0.001394494374593099,0.669187675070028,0.41459484495569715,0.01,0.5,100
PTSD,Multi,logeuclid,GaussianGeneral,3,0.5,,,0.0014352957407633463,0.6435854341736693,0.36142401690053083,0.0,0.5,100
PTSD,Multi,logeuclid,GaussianGeneral,3,1,,,0.0014431476593017578,0.48621848739495804,0.011814443547067422,0.0,0.5,100
PTSD,Multi,logeuclid,GaussianGeneral,3,2,,,0.001413265864054362,0.4863865546218487,0.00940291233839361,0.0,0.5,100
PTSD,Multi,logeuclid,GaussianGeneral,3,4,,,0.0014748096466064454,0.49770308123249307,0.0455393063087298,0.0,0.5,100
PTSD,Multi,logeuclid,GaussianGeneral,3,8,,,0.0013979117075602213,0.4865546218487395,0.010848550165537896,0.0,0.5,100
PTSD,Multi,logeuclid,GaussianGeneral,3,10,,,0.0014082431793212891,0.4824649859943978,0.0,0.01,0.5,100
PTSD,Multi,logeuclid,GaussianGeneral,0.5,0.5,,,0.0014715830485026041,0.48246498599439774,0.0,0.01,0.5,105
PTSD,Multi,logeuclid,GaussianGeneral,0.5,1,,,0.0014579137166341146,0.4832492997198879,0.0,0.01,0.5,105
PTSD,Multi,logeuclid,GaussianGeneral,0.5,2,,,0.001478115717569987,0.48274509803921567,0.0,0.01,0.5,105
PTSD,Multi,logeuclid,GaussianGeneral,0.5,4,,,0.0015812238057454427,0.48246498599439774,0.0,0.01,0.5,105
PTSD,Multi,logeuclid,GaussianGeneral,0.5,8,,,0.0014517625172932942,0.4828011204481792,0.0,0.01,0.5,105
PTSD,Multi,logeuclid,GaussianGeneral,0.5,10,,,0.0017184734344482422,0.4830812324929972,0.0,0.01,0.5,105
PTSD,Multi,logeuclid,Gaussian,2,0.5,,,0.0017174402872721353,0.5556302521008404,0.15931285435367962,0.0,0.5,105
PTSD,Multi,logeuclid,Gaussian,2,1,,,0.001566457748413086,0.48431372549019613,0.007057566892920956,0.0,0.5,105
PTSD,Multi,logeuclid,Gaussian,2,2,,,0.0015289306640625,0.48296918767506997,0.0,0.0,0.5,105
PTSD,Multi,logeuclid,Gaussian,2,4,,,0.001526657740275065,0.4830812324929972,0.0,0.01,0.5,105
PTSD,Multi,logeuclid,Gaussian,2,8,,,0.001529359817504883,0.5133893557422968,0.0807291787311534,0.01,0.5,105
PTSD,Multi,logeuclid,Gaussian,2,10,,,0.001552708943684896,0.6276190476190476,0.3273820235948813,0.01,0.5,105
PTSD,Multi,logeuclid,GaussianGeneral,3,0.5,,,0.0015567461649576822,0.592436974789916,0.2521286880581679,0.0,0.5,105
PTSD,Multi,logeuclid,GaussianGeneral,3,1,,,0.0015858650207519532,0.4831932773109244,0.0,0.0,0.5,105
PTSD,Multi,logeuclid,GaussianGeneral,3,2,,,0.0015634059906005859,0.48235294117647054,0.0,0.0,0.5,105
PTSD,Multi,logeuclid,GaussianGeneral,3,4,,,0.0015879948933919272,0.49574229691876753,0.04772277298073448,0.0,0.5,105
PTSD,Multi,logeuclid,GaussianGeneral,3,8,,,0.0014693419138590495,0.48464985994397763,0.0050724637681159425,0.0,0.5,105
PTSD,Multi,logeuclid,GaussianGeneral,3,10,,,0.0014593124389648438,0.4829691876750701,0.0,0.01,0.5,105
PTSD,Multi,logeuclid,GaussianGeneral,0.5,0.5,,,0.0015177249908447266,0.48274509803921567,0.0,0.01,0.5,110
PTSD,Multi,logeuclid,GaussianGeneral,0.5,1,,,0.001565853754679362,0.4829131652661064,0.0,0.01,0.5,110
PTSD,Multi,logeuclid,GaussianGeneral,0.5,2,,,0.0014880180358886718,0.4830252100840336,0.0,0.01,0.5,110
PTSD,Multi,logeuclid,GaussianGeneral,0.5,4,,,0.0014786879221598307,0.48313725490196086,0.0,0.01,0.5,110
PTSD,Multi,logeuclid,GaussianGeneral,0.5,8,,,0.0014261722564697266,0.48263305322128847,0.0,0.01,0.5,110
PTSD,Multi,logeuclid,GaussianGeneral,0.5,10,,,0.0014697233835856119,0.4831932773109244,0.0,0.01,0.5,110
PTSD,Multi,logeuclid,Gaussian,2,0.5,,,0.0016331990559895833,0.5210644257703081,0.08757794185149932,0.0,0.5,110
PTSD,Multi,logeuclid,Gaussian,2,1,,,0.0015250364939371744,0.48095238095238096,-0.0027777777777777827,0.0,0.5,110
PTSD,Multi,logeuclid,Gaussian,2,2,,,0.0014714399973551433,0.48268907563025215,0.0,0.0,0.5,110
PTSD,Multi,logeuclid,Gaussian,2,4,,,0.0014644145965576171,0.4830252100840336,0.0,0.01,0.5,110
PTSD,Multi,logeuclid,Gaussian,2,8,,,0.0014740626017252605,0.492436974789916,0.03847496417843291,0.01,0.5,110
PTSD,Multi,logeuclid,Gaussian,2,10,,,0.0014656543731689452,0.5456582633053222,0.15945099603586735,0.01,0.5,110
PTSD,Multi,logeuclid,GaussianGeneral,3,0.5,,,0.0015046278635660808,0.5191036414565826,0.08553904379824244,0.0,0.5,110
PTSD,Multi,logeuclid,GaussianGeneral,3,1,,,0.0015418052673339844,0.48481792717086836,0.004754007739082367,0.0,0.5,110
PTSD,Multi,logeuclid,GaussianGeneral,3,2,,,0.0015137990315755208,0.511484593837535,0.07583269574628154,0.0,0.5,110
PTSD,Multi,logeuclid,GaussianGeneral,3,4,,,0.0015228748321533202,0.5189355742296918,0.10860017258549215,0.0,0.5,110
PTSD,Multi,logeuclid,GaussianGeneral,3,8,,,0.0014724413553873698,0.4830812324929971,0.0,0.0,0.5,110
PTSD,Multi,logeuclid,GaussianGeneral,3,10,,,0.001436614990234375,0.4826330532212886,0.0,0.01,0.5,110
PTSD,Multi,logeuclid,GaussianGeneral,0.5,0.5,,,0.0015224138895670572,0.48291316526610645,0.0,0.01,0.5,115
PTSD,Multi,logeuclid,GaussianGeneral,0.5,1,,,0.0015088558197021485,0.4825210084033614,0.0,0.01,0.5,115
PTSD,Multi,logeuclid,GaussianGeneral,0.5,2,,,0.0016402880350748698,0.48296918767507,0.0,0.01,0.5,115
PTSD,Multi,logeuclid,GaussianGeneral,0.5,4,,,0.0015491803487141928,0.48285714285714293,0.0,0.01,0.5,115
PTSD,Multi,logeuclid,GaussianGeneral,0.5,8,,,0.0014787038167317708,0.4828571428571428,0.0,0.01,0.5,115
PTSD,Multi,logeuclid,GaussianGeneral,0.5,10,,,0.0015309969584147134,0.48291316526610645,0.0,0.01,0.5,115
PTSD,Multi,logeuclid,Gaussian,2,0.5,,,0.001555172602335612,0.5037535014005602,0.048941383227041196,0.0,0.5,115
PTSD,Multi,logeuclid,Gaussian,2,1,,,0.0015580972035725911,0.4826330532212886,0.0,0.0,0.5,115
PTSD,Multi,logeuclid,Gaussian,2,2,,,0.0015306472778320312,0.4831932773109243,0.0,0.0,0.5,115
PTSD,Multi,logeuclid,Gaussian,2,4,,,0.0014747301737467447,0.4828571428571428,0.0,0.01,0.5,115
PTSD,Multi,logeuclid,Gaussian,2,8,,,0.0014885902404785157,0.48481792717086836,0.005370694687682424,0.01,0.5,115
PTSD,Multi,logeuclid,Gaussian,2,10,,,0.001481326421101888,0.564593837535014,0.19619012146428422,0.01,0.5,115
PTSD,Multi,logeuclid,GaussianGeneral,3,0.5,,,0.0016338507334391276,0.4825770308123249,0.0,0.0,0.5,115
PTSD,Multi,logeuclid,GaussianGeneral,3,1,,,0.0015664418538411458,0.48274509803921567,0.0,0.0,0.5,115
PTSD,Multi,logeuclid,GaussianGeneral,3,2,,,0.0015873908996582031,0.5247619047619047,0.11079542221084529,0.0,0.5,115
PTSD,Multi,logeuclid,GaussianGeneral,3,4,,,0.0015610853830973308,0.5342857142857143,0.1300295848185686,0.0,0.5,115
PTSD,Multi,logeuclid,GaussianGeneral,3,8,,,0.0015025138854980469,0.4827450980392156,0.0,0.0,0.5,115
PTSD,Multi,logeuclid,GaussianGeneral,3,10,,,0.0014949798583984374,0.4828571428571429,0.0,0.01,0.5,115
PTSD,Multi,logeuclid,GaussianGeneral,0.5,0.5,,,0.0008586724599202474,0.4829131652661064,0.0,0.0,1,15
PTSD,Multi,logeuclid,GaussianGeneral,0.5,1,,,0.00090789794921875,0.49030812324929973,0.024298009840720523,0.0,1,15
PTSD,Multi,logeuclid,GaussianGeneral,0.5,2,,,0.0009281635284423828,0.48448179271708675,0.0056910569105691035,0.0,1,15
PTSD,Multi,logeuclid,GaussianGeneral,0.5,4,,,0.0009132862091064453,0.4824649859943977,0.0,0.0,1,15
PTSD,Multi,logeuclid,GaussianGeneral,0.5,8,,,0.0009748935699462891,0.4826890756302521,0.0,0.0,1,15
PTSD,Multi,logeuclid,GaussianGeneral,0.5,10,,,0.0009124914805094402,0.483249299719888,0.0,0.0,1,15
PTSD,Multi,logeuclid,Gaussian,2,0.5,,,0.001008431116739909,0.48268907563025204,0.0,0.0,1,15
PTSD,Multi,logeuclid,Gaussian,2,1,,,0.0008660793304443359,0.48257703081232495,0.0,0.0,1,15
PTSD,Multi,logeuclid,Gaussian,2,2,,,0.0008765697479248047,0.48291316526610645,0.0,0.0,1,15
PTSD,Multi,logeuclid,Gaussian,2,4,,,0.0008522987365722657,0.4827450980392156,0.0,0.0,1,15
PTSD,Multi,logeuclid,Gaussian,2,8,,,0.0009216467539469401,0.4849299719887955,0.008066971080669708,0.0,1,15
PTSD,Multi,logeuclid,Gaussian,2,10,,,0.0008481661478678385,0.49596638655462183,0.034558483787744655,0.0,1,15
PTSD,Multi,logeuclid,GaussianGeneral,3,0.5,,,0.0009101231892903646,0.49445378151260505,0.024055296318431434,0.0,1,15
PTSD,Multi,logeuclid,GaussianGeneral,3,1,,,0.000868988037109375,0.49406162464986,0.03010770033034759,0.0,1,15
PTSD,Multi,logeuclid,GaussianGeneral,3,2,,,0.0008604844411214192,0.4882913165266107,0.014092609061470281,0.0,1,15
PTSD,Multi,logeuclid,GaussianGeneral,3,4,,,0.0008908112843831381,0.48291316526610645,0.0,0.0,1,15
PTSD,Multi,logeuclid,GaussianGeneral,3,8,,,0.0008482456207275391,0.4829691876750701,0.0,0.0,1,15
PTSD,Multi,logeuclid,GaussianGeneral,3,10,,,0.0008559068044026693,0.48313725490196074,0.0,0.0,1,15
PTSD,Multi,logeuclid,GaussianGeneral,0.5,0.5,,,0.0008345444997151693,0.4827450980392156,0.0,0.0,1,20
PTSD,Multi,logeuclid,GaussianGeneral,0.5,1,,,0.000831000010172526,0.526890756302521,0.11856141037988577,0.0,1,20
PTSD,Multi,logeuclid,GaussianGeneral,0.5,2,,,0.0008288065592447917,0.4962464985994398,0.05543959245270158,0.0,1,20
PTSD,Multi,logeuclid,GaussianGeneral,0.5,4,,,0.0008273919423421224,0.48263305322128847,0.0,0.0,1,20
PTSD,Multi,logeuclid,GaussianGeneral,0.5,8,,,0.0008427143096923828,0.4824649859943978,0.0,0.0,1,20
PTSD,Multi,logeuclid,GaussianGeneral,0.5,10,,,0.0008605639139811198,0.4830812324929973,0.0,0.0,1,20
PTSD,Multi,logeuclid,Gaussian,2,0.5,,,0.0008971850077311198,0.4827450980392156,0.0,0.0,1,20
PTSD,Multi,logeuclid,Gaussian,2,1,,,0.0009030501047770182,0.4844257703081232,0.004444444444444444,0.0,1,20
PTSD,Multi,logeuclid,Gaussian,2,2,,,0.0008379141489664714,0.4831932773109244,0.0,0.0,1,20
PTSD,Multi,logeuclid,Gaussian,2,4,,,0.0008487383524576823,0.4831932773109243,0.0,0.0,1,20
PTSD,Multi,logeuclid,Gaussian,2,8,,,0.0008523941040039062,0.5113725490196078,0.06217851023880117,0.0,1,20
PTSD,Multi,logeuclid,Gaussian,2,10,,,0.0008385181427001953,0.5286274509803921,0.10656281850334338,0.0,1,20
PTSD,Multi,logeuclid,GaussianGeneral,3,0.5,,,0.0008901437123616536,0.4925490196078431,0.01862518300975718,0.0,1,20
PTSD,Multi,logeuclid,GaussianGeneral,3,1,,,0.0009089469909667969,0.4905882352941176,0.019819019998278464,0.0,1,20
PTSD,Multi,logeuclid,GaussianGeneral,3,2,,,0.0008545875549316406,0.4869467787114845,0.006824773394972406,0.0,1,20
PTSD,Multi,logeuclid,GaussianGeneral,3,4,,,0.0008361021677652995,0.480952380952381,0.00399385560675883,0.0,1,20
PTSD,Multi,logeuclid,GaussianGeneral,3,8,,,0.0008218606313069661,0.4831932773109243,0.0,0.0,1,20
PTSD,Multi,logeuclid,GaussianGeneral,3,10,,,0.000821383794148763,0.48274509803921567,0.0,0.0,1,20
PTSD,Multi,logeuclid,GaussianGeneral,0.5,0.5,,,0.000888824462890625,0.48666666666666664,0.011098043059230936,0.0,1,25
PTSD,Multi,logeuclid,GaussianGeneral,0.5,1,,,0.0008717377980550131,0.5617366946778711,0.21932432686094555,0.0,1,25
PTSD,Multi,logeuclid,GaussianGeneral,0.5,2,,,0.0008932908376057942,0.5016246498599439,0.05612414074001018,0.0,1,25
PTSD,Multi,logeuclid,GaussianGeneral,0.5,4,,,0.0009216785430908204,0.48263305322128847,0.0,0.0,1,25
PTSD,Multi,logeuclid,GaussianGeneral,0.5,8,,,0.0008940537770589193,0.48252100840336126,0.0,0.0,1,25
PTSD,Multi,logeuclid,GaussianGeneral,0.5,10,,,0.0008513609568277995,0.4832492997198879,0.0,0.0,1,25
PTSD,Multi,logeuclid,Gaussian,2,0.5,,,0.000956424077351888,0.4828011204481793,0.0,0.0,1,25
PTSD,Multi,logeuclid,Gaussian,2,1,,,0.0009258270263671875,0.48268907563025204,0.0,0.0,1,25
PTSD,Multi,logeuclid,Gaussian,2,2,,,0.0008745829264322917,0.49064425770308123,0.02367027986842413,0.0,1,25
PTSD,Multi,logeuclid,Gaussian,2,4,,,0.0008643150329589843,0.4843697478991596,0.0054778554778554716,0.0,1,25
PTSD,Multi,logeuclid,Gaussian,2,8,,,0.000903924306233724,0.5270028011204482,0.09646914453673157,0.0,1,25
PTSD,Multi,logeuclid,Gaussian,2,10,,,0.0009107589721679688,0.5307002801120448,0.14087478557513514,0.0,1,25
PTSD,Multi,logeuclid,GaussianGeneral,3,0.5,,,0.0009701093037923177,0.48268907563025204,0.0,0.0,1,25
PTSD,Multi,logeuclid,GaussianGeneral,3,1,,,0.0010401089986165366,0.4848179271708683,0.003242727706247021,0.0,1,25
PTSD,Multi,logeuclid,GaussianGeneral,3,2,,,0.0009544531504313152,0.4844817927170869,0.004566210045662097,0.0,1,25
PTSD,Multi,logeuclid,GaussianGeneral,3,4,,,0.0008922576904296875,0.48834733893557425,0.028852611957634784,0.0,1,25
PTSD,Multi,logeuclid,GaussianGeneral,3,8,,,0.0009432633717854818,0.48296918767507,0.0,0.0,1,25
PTSD,Multi,logeuclid,GaussianGeneral,3,10,,,0.0009131272633870443,0.4828011204481792,0.0,0.0,1,25
PTSD,Multi,logeuclid,GaussianGeneral,0.5,0.5,,,0.0009075323740641276,0.47949579831932776,0.061632464415939725,0.0,1,30
PTSD,Multi,logeuclid,GaussianGeneral,0.5,1,,,0.0009057998657226562,0.5863865546218486,0.2605557768462382,0.0,1,30
