Dataset,Classification Type,Metric,Kernel Type,Q,Sigma,C,D,SVM Time,PCA + SVM Results Accuracy,PCA + SVM Kappa,KPCA-Time,Gamma,Total PCA Components
PTSD,Multi,riemann,GaussianGeneral,3,1,,,0.0015196800231933594,0.6149579831932773,0.3083648590471411,0.0,2,55
PTSD,Multi,riemann,GaussianGeneral,3,2,,,0.0016286849975585937,0.5593837535014006,0.1702537307414264,0.0,2,55
PTSD,Multi,riemann,GaussianGeneral,3,4,,,0.0013590176900227864,0.5557422969187674,0.2526558245046468,0.0,2,55
PTSD,Multi,riemann,GaussianGeneral,3,8,,,0.001359272003173828,0.5612885154061623,0.21110540125793326,0.0,2,55
PTSD,Multi,riemann,GaussianGeneral,3,10,,,0.0013743718465169272,0.5345098039215685,0.11016602353389153,0.0,2,55
PTSD,Multi,riemann,GaussianGeneral,0.5,0.005,,,0.001597150166829427,0.44633053221288516,-0.0008219319265156955,0.01,2,60
PTSD,Multi,riemann,GaussianGeneral,0.5,0.5,,,0.0013263702392578125,0.7565266106442576,0.5712758645976765,0.01,2,60
PTSD,Multi,riemann,GaussianGeneral,0.5,1,,,0.0013013203938802083,0.7546778711484594,0.5832467633332148,0.01,2,60
PTSD,Multi,riemann,GaussianGeneral,0.5,2,,,0.002569882074991862,0.6974229691876749,0.47783653064490567,0.01,2,60
PTSD,Multi,riemann,GaussianGeneral,0.5,4,,,0.0018535296122233072,0.49238095238095236,0.029995276988576024,0.01,2,60
PTSD,Multi,riemann,GaussianGeneral,0.5,8,,,0.0012462774912516275,0.4828011204481793,0.0,0.01,2,60
PTSD,Multi,riemann,GaussianGeneral,0.5,10,,,0.0012756983439127605,0.4826330532212886,0.0,0.01,2,60
PTSD,Multi,riemann,Gaussian,2,0.005,,,0.001473824183146159,0.5942857142857142,0.2944867443026968,0.0,2,60
PTSD,Multi,riemann,Gaussian,2,0.5,,,0.0016627152760823568,0.5207282913165266,0.13539518221799607,0.0,2,60
PTSD,Multi,riemann,Gaussian,2,1,,,0.0016585350036621093,0.5667226890756303,0.20208896786693534,0.0,2,60
PTSD,Multi,riemann,Gaussian,2,2,,,0.0017657756805419921,0.5151820728291316,0.15827852944493087,0.0,2,60
PTSD,Multi,riemann,Gaussian,2,4,,,0.0015220006306966146,0.7331652661064426,0.5321354327108812,0.01,2,60
PTSD,Multi,riemann,Gaussian,2,8,,,0.002017529805501302,0.779439775910364,0.614044625347552,0.01,2,60
PTSD,Multi,riemann,Gaussian,2,10,,,0.0012758096059163411,0.7588235294117646,0.5747759456007647,0.01,2,60
PTSD,Multi,riemann,GaussianGeneral,3,0.5,,,0.0013162612915039063,0.5769747899159664,0.24847864698259134,0.0,2,60
PTSD,Multi,riemann,GaussianGeneral,3,1,,,0.0013933022816975912,0.5688515406162465,0.204714642319061,0.0,2,60
PTSD,Multi,riemann,GaussianGeneral,3,2,,,0.0013687928517659505,0.5972549019607843,0.28833000320938634,0.0,2,60
PTSD,Multi,riemann,GaussianGeneral,3,4,,,0.001306438446044922,0.620672268907563,0.363001142019174,0.0,2,60
PTSD,Multi,riemann,GaussianGeneral,3,8,,,0.0013319015502929687,0.5751260504201681,0.25220249075233214,0.0,2,60
PTSD,Multi,riemann,GaussianGeneral,3,10,,,0.0013662497202555338,0.5731652661064426,0.2270588470879426,0.0,2,60
PTSD,Multi,riemann,GaussianGeneral,0.5,0.005,,,0.0013713836669921875,0.46705882352941175,-0.00625,0.01,2,65
PTSD,Multi,riemann,GaussianGeneral,0.5,0.5,,,0.0013113816579182942,0.7222969187675069,0.5305152439962513,0.01,2,65
PTSD,Multi,riemann,GaussianGeneral,0.5,1,,,0.0013170719146728515,0.7542857142857144,0.5787016466641378,0.01,2,65
PTSD,Multi,riemann,GaussianGeneral,0.5,2,,,0.0012825806935628256,0.7261624649859942,0.5351559379127426,0.01,2,65
PTSD,Multi,riemann,GaussianGeneral,0.5,4,,,0.0012786865234375,0.4923249299719888,0.024484121311081006,0.01,2,65
PTSD,Multi,riemann,GaussianGeneral,0.5,8,,,0.0012828985850016276,0.48263305322128847,0.0,0.01,2,65
PTSD,Multi,riemann,GaussianGeneral,0.5,10,,,0.0014102935791015625,0.4832492997198879,0.0,0.01,2,65
PTSD,Multi,riemann,Gaussian,2,0.005,,,0.0014743963877360026,0.6072268907563025,0.3163073424747454,0.0,2,65
PTSD,Multi,riemann,Gaussian,2,0.5,,,0.0013932228088378907,0.5500840336134453,0.20933702335797594,0.0,2,65
PTSD,Multi,riemann,Gaussian,2,1,,,0.0014227231343587239,0.5689635854341737,0.21209264679392253,0.0,2,65
PTSD,Multi,riemann,Gaussian,2,2,,,0.0018564542134602866,0.5551820728291317,0.2202047745934656,0.0,2,65
PTSD,Multi,riemann,Gaussian,2,4,,,0.0013807614644368489,0.7699159663865548,0.5999020924974875,0.01,2,65
PTSD,Multi,riemann,Gaussian,2,8,,,0.0014904499053955077,0.7684593837535016,0.5955373610930548,0.01,2,65
PTSD,Multi,riemann,Gaussian,2,10,,,0.0016833782196044923,0.7683473389355743,0.6031197954465661,0.01,2,65
PTSD,Multi,riemann,GaussianGeneral,3,0.5,,,0.002516365051269531,0.5615686274509805,0.23636035194646038,0.0,2,65
PTSD,Multi,riemann,GaussianGeneral,3,1,,,0.0021211783091227214,0.5686834733893558,0.20918925234976396,0.0,2,65
PTSD,Multi,riemann,GaussianGeneral,3,2,,,0.0014434178670247396,0.5282913165266107,0.12630987084566256,0.0,2,65
PTSD,Multi,riemann,GaussianGeneral,3,4,,,0.001413710912068685,0.6170868347338935,0.35260063647187256,0.0,2,65
PTSD,Multi,riemann,GaussianGeneral,3,8,,,0.001420275370279948,0.5898039215686274,0.2753452296334936,0.0,2,65
PTSD,Multi,riemann,GaussianGeneral,3,10,,,0.001534414291381836,0.572829131652661,0.22374913234881563,0.0,2,65
PTSD,Multi,riemann,GaussianGeneral,0.5,0.005,,,0.0015904744466145833,0.45030812324929964,0.00487881170373751,0.01,2,70
PTSD,Multi,riemann,GaussianGeneral,0.5,0.5,,,0.0012946605682373046,0.8007282913165267,0.667145691169889,0.01,2,70
PTSD,Multi,riemann,GaussianGeneral,0.5,1,,,0.0013410250345865886,0.7603361344537818,0.5958743782715421,0.01,2,70
PTSD,Multi,riemann,GaussianGeneral,0.5,2,,,0.0013588269551595051,0.7488515406162465,0.5706107827616994,0.01,2,70
PTSD,Multi,riemann,GaussianGeneral,0.5,4,,,0.00480497678120931,0.4847619047619048,0.008438247371508504,0.01,2,70
PTSD,Multi,riemann,GaussianGeneral,0.5,8,,,0.0013477484385172526,0.48296918767507,0.0,0.01,2,70
PTSD,Multi,riemann,GaussianGeneral,0.5,10,,,0.0013285954793294272,0.4828571428571429,0.0,0.01,2,70
PTSD,Multi,riemann,Gaussian,2,0.005,,,0.0013303915659586588,0.6016806722689075,0.29322984628215243,0.0,2,70
PTSD,Multi,riemann,Gaussian,2,0.5,,,0.0013904412587483724,0.6053221288515405,0.31257092087756955,0.0,2,70
PTSD,Multi,riemann,Gaussian,2,1,,,0.0014191468556722004,0.5631372549019606,0.20309065297832074,0.0,2,70
PTSD,Multi,riemann,Gaussian,2,2,,,0.0013741334279378256,0.5706442577030812,0.24713261633479647,0.0,2,70
PTSD,Multi,riemann,Gaussian,2,4,,,0.0012592792510986329,0.7911484593837537,0.6488581861143357,0.01,2,70
PTSD,Multi,riemann,Gaussian,2,8,,,0.0012389818827311199,0.7741736694677872,0.62678128923484,0.01,2,70
PTSD,Multi,riemann,Gaussian,2,10,,,0.0012767473856608073,0.7835294117647059,0.6318840545116297,0.01,2,70
PTSD,Multi,riemann,GaussianGeneral,3,0.5,,,0.0013713359832763672,0.6012885154061625,0.31025175497985447,0.0,2,70
PTSD,Multi,riemann,GaussianGeneral,3,1,,,0.0013946851094563803,0.5751260504201681,0.21812714221794852,0.0,2,70
PTSD,Multi,riemann,GaussianGeneral,3,2,,,0.0013637065887451172,0.5535574229691878,0.20699987103273745,0.0,2,70
PTSD,Multi,riemann,GaussianGeneral,3,4,,,0.0014069080352783203,0.6457703081232491,0.3990571458025008,0.0,2,70
PTSD,Multi,riemann,GaussianGeneral,3,8,,,0.0014273961385091146,0.596358543417367,0.2889906957341414,0.0,2,70
PTSD,Multi,riemann,GaussianGeneral,3,10,,,0.0013918399810791016,0.6033613445378151,0.2925159451141003,0.0,2,70
PTSD,Multi,riemann,GaussianGeneral,0.5,0.005,,,0.0013946215311686197,0.470812324929972,0.004225352112676051,0.01,2,75
PTSD,Multi,riemann,GaussianGeneral,0.5,0.5,,,0.001315609614054362,0.7931092436974791,0.6598168399893355,0.01,2,75
PTSD,Multi,riemann,GaussianGeneral,0.5,1,,,0.0013643741607666016,0.8065546218487396,0.6835148543143146,0.01,2,75
PTSD,Multi,riemann,GaussianGeneral,0.5,2,,,0.0013514518737792968,0.8026330532212886,0.6645944955182189,0.01,2,75
PTSD,Multi,riemann,GaussianGeneral,0.5,4,,,0.0013194878896077473,0.49591036414565826,0.035296272796482196,0.01,2,75
PTSD,Multi,riemann,GaussianGeneral,0.5,8,,,0.0013639132181803386,0.48246498599439774,0.0,0.01,2,75
PTSD,Multi,riemann,GaussianGeneral,0.5,10,,,0.0014202435811360677,0.48302521008403354,0.0,0.01,2,75
PTSD,Multi,riemann,Gaussian,2,0.005,,,0.001426998774210612,0.6108683473389356,0.30718121180963115,0.0,2,75
PTSD,Multi,riemann,Gaussian,2,0.5,,,0.0015767256418863932,0.6039215686274509,0.3021048866973021,0.0,2,75
PTSD,Multi,riemann,Gaussian,2,1,,,0.0015902042388916016,0.5856582633053221,0.2647031946113931,0.0,2,75
PTSD,Multi,riemann,Gaussian,2,2,,,0.001797644297281901,0.6052100840336133,0.3081101752319994,0.0,2,75
PTSD,Multi,riemann,Gaussian,2,4,,,0.0014121691385904948,0.8196638655462186,0.7031159396817913,0.01,2,75
PTSD,Multi,riemann,Gaussian,2,8,,,0.001411771774291992,0.8121568627450982,0.689110240173384,0.01,2,75
PTSD,Multi,riemann,Gaussian,2,10,,,0.0014091809590657553,0.8142296918767508,0.6928205312005964,0.01,2,75
PTSD,Multi,riemann,GaussianGeneral,3,0.5,,,0.0014922300974527995,0.5952941176470589,0.2773963833752271,0.0,2,75
PTSD,Multi,riemann,GaussianGeneral,3,1,,,0.0014816919962565105,0.5767507002801119,0.25378833633812276,0.0,2,75
PTSD,Multi,riemann,GaussianGeneral,3,2,,,0.0014664808909098308,0.5365826330532212,0.19465315279435927,0.0,2,75
PTSD,Multi,riemann,GaussianGeneral,3,4,,,0.0014377752939860025,0.6805602240896358,0.4684762033620414,0.0,2,75
PTSD,Multi,riemann,GaussianGeneral,3,8,,,0.0015476703643798827,0.6185434173669467,0.32798092922413763,0.0,2,75
PTSD,Multi,riemann,GaussianGeneral,3,10,,,0.0014400164286295573,0.6110364145658262,0.3202505111070167,0.0,2,75
PTSD,Multi,riemann,GaussianGeneral,0.5,0.005,,,0.0014684041341145833,0.4655462184873949,0.00604477566502882,0.01,2,80
PTSD,Multi,riemann,GaussianGeneral,0.5,0.5,,,0.0012945016225179037,0.8368627450980394,0.7349843626972056,0.01,2,80
PTSD,Multi,riemann,GaussianGeneral,0.5,1,,,0.0013896942138671875,0.8751820728291319,0.7953541760092333,0.01,2,80
PTSD,Multi,riemann,GaussianGeneral,0.5,2,,,0.0013564268747965494,0.8829131652661066,0.8051254177691145,0.01,2,80
PTSD,Multi,riemann,GaussianGeneral,0.5,4,,,0.001402886708577474,0.4941176470588235,0.024310486530702537,0.01,2,80
PTSD,Multi,riemann,GaussianGeneral,0.5,8,,,0.0013208707173665364,0.48268907563025204,0.0,0.01,2,80
PTSD,Multi,riemann,GaussianGeneral,0.5,10,,,0.0013543923695882162,0.4828011204481792,0.0,0.01,2,80
PTSD,Multi,riemann,Gaussian,2,0.005,,,0.0015969594319661458,0.5745098039215686,0.23328638611515556,0.0,2,80
PTSD,Multi,riemann,Gaussian,2,0.5,,,0.0015023390452067057,0.6244257703081232,0.3333993604195051,0.0,2,80
PTSD,Multi,riemann,Gaussian,2,1,,,0.0015179951985677083,0.6046498599439776,0.3097407215953215,0.0,2,80
PTSD,Multi,riemann,Gaussian,2,2,,,0.001406399408976237,0.6419607843137255,0.37389621429441305,0.0,2,80
PTSD,Multi,riemann,Gaussian,2,4,,,0.0013265132904052735,0.8792717086834734,0.8014075600356859,0.01,2,80
PTSD,Multi,riemann,Gaussian,2,8,,,0.0013519287109375,0.8736134453781513,0.7896624281109759,0.01,2,80
PTSD,Multi,riemann,Gaussian,2,10,,,0.0014424959818522135,0.8736134453781513,0.7922775562226717,0.01,2,80
PTSD,Multi,riemann,GaussianGeneral,3,0.5,,,0.0017505645751953124,0.5859383753501402,0.2543696799647896,0.0,2,80
PTSD,Multi,riemann,GaussianGeneral,3,1,,,0.001595465342203776,0.582857142857143,0.28470168418588465,0.0,2,80
PTSD,Multi,riemann,GaussianGeneral,3,2,,,0.0015706062316894532,0.5575910364145658,0.24563537122721132,0.0,2,80
PTSD,Multi,riemann,GaussianGeneral,3,4,,,0.0016460100809733073,0.6970308123249299,0.48087582648338967,0.0,2,80
PTSD,Multi,riemann,GaussianGeneral,3,8,,,0.0014759222666422525,0.6228571428571429,0.3360610400586242,0.0,2,80
PTSD,Multi,riemann,GaussianGeneral,3,10,,,0.003801441192626953,0.589859943977591,0.28171963182399057,0.0,2,80
PTSD,Multi,riemann,GaussianGeneral,0.5,0.005,,,0.0015782356262207032,0.48274509803921567,0.0,0.01,2,85
PTSD,Multi,riemann,GaussianGeneral,0.5,0.5,,,0.0013986587524414062,0.8545098039215687,0.7526149631730905,0.01,2,85
PTSD,Multi,riemann,GaussianGeneral,0.5,1,,,0.0014391422271728515,0.9001680672268909,0.8342223452830443,0.01,2,85
PTSD,Multi,riemann,GaussianGeneral,0.5,2,,,0.0013842423756917318,0.9078991596638656,0.8446773514286813,0.01,2,85
PTSD,Multi,riemann,GaussianGeneral,0.5,4,,,0.0013915220896402994,0.48302521008403365,0.0,0.01,2,85
PTSD,Multi,riemann,GaussianGeneral,0.5,8,,,0.0014033794403076171,0.4821288515406162,0.0,0.01,2,85
PTSD,Multi,riemann,GaussianGeneral,0.5,10,,,0.0013889471689860027,0.4825770308123249,0.0,0.01,2,85
PTSD,Multi,riemann,Gaussian,2,0.005,,,0.001504675547281901,0.5537815126050419,0.1847790932764173,0.0,2,85
PTSD,Multi,riemann,Gaussian,2,0.5,,,0.0014649391174316405,0.6300840336134456,0.33957150390754504,0.0,2,85
PTSD,Multi,riemann,Gaussian,2,1,,,0.0015099366505940755,0.6626330532212885,0.4173547734425984,0.0,2,85
PTSD,Multi,riemann,Gaussian,2,2,,,0.0014804681142171225,0.6415126050420168,0.35384699773219885,0.0,2,85
PTSD,Multi,riemann,Gaussian,2,4,,,0.0014875411987304687,0.9000560224089637,0.8341077005252783,0.01,2,85
PTSD,Multi,riemann,Gaussian,2,8,,,0.001471694310506185,0.898263305322129,0.8320136726376063,0.01,2,85
PTSD,Multi,riemann,Gaussian,2,10,,,0.0013714472452799479,0.9100280112044818,0.850871785300558,0.01,2,85
PTSD,Multi,riemann,GaussianGeneral,3,0.5,,,0.0014828046162923176,0.5805602240896357,0.23949684860412682,0.0,2,85
PTSD,Multi,riemann,GaussianGeneral,3,1,,,0.001468356450398763,0.5921568627450978,0.2948420098835201,0.0,2,85
PTSD,Multi,riemann,GaussianGeneral,3,2,,,0.001609023412068685,0.584313725490196,0.2950093368759414,0.0,2,85
PTSD,Multi,riemann,GaussianGeneral,3,4,,,0.002124309539794922,0.6881232492997199,0.46166442958522097,0.0,2,85
PTSD,Multi,riemann,GaussianGeneral,3,8,,,0.0017438729604085286,0.6323809523809523,0.34589506834509937,0.0,2,85
PTSD,Multi,riemann,GaussianGeneral,3,10,,,0.0017990430196126303,0.6126050420168067,0.32322188139330366,0.0,2,85
PTSD,Multi,riemann,GaussianGeneral,0.5,0.005,,,0.0016243934631347656,0.48268907563025204,0.0,0.01,2,90
PTSD,Multi,riemann,GaussianGeneral,0.5,0.5,,,0.0015743414560953775,0.871372549019608,0.7774676677628284,0.01,2,90
PTSD,Multi,riemann,GaussianGeneral,0.5,1,,,0.0017672379811604817,0.8580392156862746,0.7621205808523809,0.01,2,90
PTSD,Multi,riemann,GaussianGeneral,0.5,2,,,0.0018816788991292317,0.862072829131653,0.7620095840953148,0.01,2,90
PTSD,Multi,riemann,GaussianGeneral,0.5,4,,,0.0016224066416422526,0.48274509803921567,0.0,0.01,2,90
PTSD,Multi,riemann,GaussianGeneral,0.5,8,,,0.0017643292744954427,0.4826330532212886,0.0,0.01,2,90
PTSD,Multi,riemann,GaussianGeneral,0.5,10,,,0.0014882405598958333,0.48274509803921567,0.0,0.01,2,90
PTSD,Multi,riemann,Gaussian,2,0.005,,,0.0015752156575520833,0.5152941176470588,0.07825339651889439,0.0,2,90
PTSD,Multi,riemann,Gaussian,2,0.5,,,0.0015458106994628907,0.6205602240896357,0.30488928589898073,0.0,2,90
PTSD,Multi,riemann,Gaussian,2,1,,,0.001670376459757487,0.681624649859944,0.43957490275045585,0.0,2,90
PTSD,Multi,riemann,Gaussian,2,2,,,0.0015416781107584635,0.6188235294117648,0.33041471434199665,0.0,2,90
PTSD,Multi,riemann,Gaussian,2,4,,,0.0014384269714355468,0.8652661064425771,0.7756105886552264,0.01,2,90
PTSD,Multi,riemann,Gaussian,2,8,,,0.001413424809773763,0.8580952380952382,0.7617140950814619,0.01,2,90
PTSD,Multi,riemann,Gaussian,2,10,,,0.0013611157735188802,0.904201680672269,0.8405403799216893,0.01,2,90
PTSD,Multi,riemann,GaussianGeneral,3,0.5,,,0.0014794667561848958,0.592156862745098,0.2557559636828428,0.0,2,90
PTSD,Multi,riemann,GaussianGeneral,3,1,,,0.0015177249908447266,0.6033053221288516,0.3213440014488404,0.0,2,90
PTSD,Multi,riemann,GaussianGeneral,3,2,,,0.0015302658081054687,0.6357422969187675,0.3769922270901036,0.0,2,90
PTSD,Multi,riemann,GaussianGeneral,3,4,,,0.0014833450317382813,0.6933333333333331,0.4636386741466618,0.0,2,90
PTSD,Multi,riemann,GaussianGeneral,3,8,,,0.0015075047810872396,0.632268907563025,0.3345993187666269,0.0,2,90
PTSD,Multi,riemann,GaussianGeneral,3,10,,,0.0015745004018147787,0.6417927170868347,0.3718376236568262,0.0,2,90
PTSD,Multi,riemann,GaussianGeneral,0.5,0.005,,,0.0015959580739339193,0.46184873949579835,-0.012198912198912204,0.01,2,95
PTSD,Multi,riemann,GaussianGeneral,0.5,0.5,,,0.00150602658589681,0.842857142857143,0.7380324532116568,0.01,2,95
PTSD,Multi,riemann,GaussianGeneral,0.5,1,,,0.0014979839324951172,0.8161344537815125,0.6800973211078833,0.01,2,95
PTSD,Multi,riemann,GaussianGeneral,0.5,2,,,0.0017582098642985025,0.8006722689075632,0.6524099804930317,0.01,2,95
PTSD,Multi,riemann,GaussianGeneral,0.5,4,,,0.0014587243398030598,0.48274509803921567,0.0,0.01,2,95
PTSD,Multi,riemann,GaussianGeneral,0.5,8,,,0.0016025384267171225,0.4828571428571428,0.0,0.01,2,95
PTSD,Multi,riemann,GaussianGeneral,0.5,10,,,0.0016133467356363933,0.48257703081232495,0.0,0.01,2,95
PTSD,Multi,riemann,Gaussian,2,0.005,,,0.0016827901204427083,0.5763585434173669,0.24155559788561068,0.0,2,95
PTSD,Multi,riemann,Gaussian,2,0.5,,,0.0016625881195068359,0.6017927170868347,0.2737764753274864,0.0,2,95
PTSD,Multi,riemann,Gaussian,2,1,,,0.0016223271687825522,0.6458823529411766,0.38382571086391765,0.0,2,95
PTSD,Multi,riemann,Gaussian,2,2,,,0.001680294672648112,0.6245378151260503,0.32380435887420433,0.0,2,95
PTSD,Multi,riemann,Gaussian,2,4,,,0.0015864849090576171,0.8428571428571431,0.7258829663155861,0.01,2,95
PTSD,Multi,riemann,Gaussian,2,8,,,0.0015138943990071615,0.8044817927170871,0.6634990117028092,0.01,2,95
PTSD,Multi,riemann,Gaussian,2,10,,,0.0014762401580810547,0.8160784313725492,0.6731936407651037,0.01,2,95
PTSD,Multi,riemann,GaussianGeneral,3,0.5,,,0.0016252835591634115,0.5363585434173669,0.12610531319815887,0.0,2,95
PTSD,Multi,riemann,GaussianGeneral,3,1,,,0.0016019503275553385,0.5899719887955182,0.2668115274049623,0.0,2,95
PTSD,Multi,riemann,GaussianGeneral,3,2,,,0.0016593138376871746,0.6590476190476191,0.4128526792085471,0.0,2,95
PTSD,Multi,riemann,GaussianGeneral,3,4,,,0.001819912592569987,0.6935014005602241,0.45265685155264357,0.0,2,95
PTSD,Multi,riemann,GaussianGeneral,3,8,,,0.0016121387481689454,0.6092997198879552,0.29996600749832497,0.0,2,95
PTSD,Multi,riemann,GaussianGeneral,3,10,,,0.0015944639841715496,0.6648739495798318,0.4047432212055373,0.0,2,95
PTSD,Multi,riemann,GaussianGeneral,0.5,0.005,,,0.0015629450480143228,0.44285714285714295,-0.026010237088403325,0.01,2,100
PTSD,Multi,riemann,GaussianGeneral,0.5,0.5,,,0.001529359817504883,0.8080672268907563,0.6667500460232885,0.01,2,100
PTSD,Multi,riemann,GaussianGeneral,0.5,1,,,0.001564804712931315,0.7911484593837537,0.6370195974698851,0.01,2,100
PTSD,Multi,riemann,GaussianGeneral,0.5,2,,,0.0015388170878092447,0.8003921568627452,0.6513016412926219,0.01,2,100
PTSD,Multi,riemann,GaussianGeneral,0.5,4,,,0.0015155474344889324,0.4828571428571428,0.0,0.01,2,100
PTSD,Multi,riemann,GaussianGeneral,0.5,8,,,0.005033095677693685,0.4830252100840336,0.0,0.01,2,100
PTSD,Multi,riemann,GaussianGeneral,0.5,10,,,0.0015202681223551431,0.482577030812325,0.0,0.02,2,100
PTSD,Multi,riemann,Gaussian,2,0.005,,,0.0016274452209472656,0.5727731092436975,0.23913340877914932,0.0,2,100
PTSD,Multi,riemann,Gaussian,2,0.5,,,0.00160676638285319,0.5994957983193278,0.25903596517604816,0.0,2,100
PTSD,Multi,riemann,Gaussian,2,1,,,0.0016779263814290365,0.6361904761904762,0.3602263927436214,0.0,2,100
PTSD,Multi,riemann,Gaussian,2,2,,,0.0016321818033854167,0.6263865546218487,0.31871723625234455,0.0,2,100
PTSD,Multi,riemann,Gaussian,2,4,,,0.0015015602111816406,0.7969747899159665,0.6449884278206655,0.01,2,100
PTSD,Multi,riemann,Gaussian,2,8,,,0.0014566580454508464,0.7931652661064427,0.6408716865497082,0.01,2,100
PTSD,Multi,riemann,Gaussian,2,10,,,0.0014574686686197917,0.7973109243697479,0.6480810475583332,0.01,2,100
PTSD,Multi,riemann,GaussianGeneral,3,0.5,,,0.0016637643178304036,0.5233053221288515,0.1124362368611511,0.0,2,100
PTSD,Multi,riemann,GaussianGeneral,3,1,,,0.0015930334726969402,0.5938935574229691,0.2660601400633474,0.0,2,100
PTSD,Multi,riemann,GaussianGeneral,3,2,,,0.001668691635131836,0.6552941176470587,0.3949480277233891,0.0,2,100
PTSD,Multi,riemann,GaussianGeneral,3,4,,,0.0016549428304036458,0.6643697478991596,0.4041125880974667,0.0,2,100
PTSD,Multi,riemann,GaussianGeneral,3,8,,,0.001614999771118164,0.5846498599439777,0.24598699042050592,0.0,2,100
PTSD,Multi,riemann,GaussianGeneral,3,10,,,0.0015798568725585937,0.6553501400560224,0.38397694290048967,0.0,2,100
PTSD,Multi,riemann,GaussianGeneral,0.5,0.005,,,0.001638634999593099,0.48263305322128847,0.0,0.01,2,105
PTSD,Multi,riemann,GaussianGeneral,0.5,0.5,,,0.0015732765197753907,0.7926610644257703,0.6377243517210488,0.01,2,105
PTSD,Multi,riemann,GaussianGeneral,0.5,1,,,0.0016325155893961588,0.7931652661064429,0.6390059816990387,0.01,2,105
PTSD,Multi,riemann,GaussianGeneral,0.5,2,,,0.0016689936319986979,0.7740056022408964,0.6045384065052745,0.01,2,105
PTSD,Multi,riemann,GaussianGeneral,0.5,4,,,0.0016733487447102866,0.4826890756302521,0.0,0.01,2,105
PTSD,Multi,riemann,GaussianGeneral,0.5,8,,,0.0017165184020996095,0.48296918767507,0.0,0.01,2,105
PTSD,Multi,riemann,GaussianGeneral,0.5,10,,,0.0016295433044433594,0.48235294117647054,0.0,0.01,2,105
PTSD,Multi,riemann,Gaussian,2,0.005,,,0.0017119089762369791,0.5764145658263305,0.23151036490780913,0.0,2,105
PTSD,Multi,riemann,Gaussian,2,0.5,,,0.0016742547353108723,0.569187675070028,0.2097204443504557,0.0,2,105
PTSD,Multi,riemann,Gaussian,2,1,,,0.0017064571380615234,0.6573109243697478,0.38531625438897854,0.0,2,105
PTSD,Multi,riemann,Gaussian,2,2,,,0.0017030556996663411,0.5785434173669467,0.22971591365229987,0.0,2,105
PTSD,Multi,riemann,Gaussian,2,4,,,0.0015651702880859375,0.7485714285714286,0.5668677552844291,0.01,2,105
PTSD,Multi,riemann,Gaussian,2,8,,,0.0015323479970296224,0.7893557422969188,0.640060638054851,0.01,2,105
PTSD,Multi,riemann,Gaussian,2,10,,,0.0015677452087402345,0.7890756302521008,0.6322553919783722,0.01,2,105
PTSD,Multi,riemann,GaussianGeneral,3,0.5,,,0.0017024199167887369,0.5667787114845937,0.208979208673928,0.0,2,105
PTSD,Multi,riemann,GaussianGeneral,3,1,,,0.0016689300537109375,0.5637535014005602,0.20265389200361544,0.0,2,105
PTSD,Multi,riemann,GaussianGeneral,3,2,,,0.0016739686330159505,0.6613445378151259,0.4035358472697929,0.0,2,105
PTSD,Multi,riemann,GaussianGeneral,3,4,,,0.00166780153910319,0.6244817927170867,0.31751633084968045,0.0,2,105
PTSD,Multi,riemann,GaussianGeneral,3,8,,,0.0017169952392578126,0.5608963585434174,0.19511080422067922,0.0,2,105
PTSD,Multi,riemann,GaussianGeneral,3,10,,,0.0017558574676513673,0.6478991596638655,0.35941695852781386,0.0,2,105
PTSD,Multi,riemann,GaussianGeneral,0.5,0.005,,,0.0016420364379882812,0.4695238095238095,-0.014141414141414158,0.01,2,110
PTSD,Multi,riemann,GaussianGeneral,0.5,0.5,,,0.0015620708465576172,0.7892436974789916,0.6357435435996271,0.01,2,110
PTSD,Multi,riemann,GaussianGeneral,0.5,1,,,0.0015341599782307943,0.7894677871148461,0.6325537988985778,0.01,2,110
PTSD,Multi,riemann,GaussianGeneral,0.5,2,,,0.0016301472981770833,0.7510924369747899,0.5580917263764148,0.01,2,110
PTSD,Multi,riemann,GaussianGeneral,0.5,4,,,0.005944951375325521,0.48252100840336143,0.0,0.02,2,110
PTSD,Multi,riemann,GaussianGeneral,0.5,8,,,0.0016698996225992838,0.4828571428571429,0.0,0.01,2,110
PTSD,Multi,riemann,GaussianGeneral,0.5,10,,,0.0015700817108154296,0.4834173669467787,0.0,0.01,2,110
PTSD,Multi,riemann,Gaussian,2,0.005,,,0.0016429424285888672,0.5804481792717087,0.23608944028507073,0.0,2,110
PTSD,Multi,riemann,Gaussian,2,0.5,,,0.0016484578450520833,0.5864425770308123,0.24910039081930618,0.0,2,110
PTSD,Multi,riemann,Gaussian,2,1,,,0.0016465028127034505,0.5960784313725488,0.26928737395870284,0.0,2,110
PTSD,Multi,riemann,Gaussian,2,2,,,0.0016595999399820964,0.5457142857142857,0.15723695271189633,0.0,2,110
PTSD,Multi,riemann,Gaussian,2,4,,,0.0015303770701090495,0.7435854341736693,0.5513621945087386,0.01,2,110
PTSD,Multi,riemann,Gaussian,2,8,,,0.0015422821044921875,0.785546218487395,0.6269909803514897,0.01,2,110
PTSD,Multi,riemann,Gaussian,2,10,,,0.0015552997589111327,0.7779831932773109,0.6173993638860155,0.01,2,110
PTSD,Multi,riemann,GaussianGeneral,3,0.5,,,0.0016252994537353516,0.5519327731092436,0.16912541717962518,0.0,2,110
