Dataset,Classification Type,Metric,Kernel Type,SVM Time,PCA + SVM Results Accuracy,PCA + SVM Kappa,KPCA-Time,Sigma,Gamma,Total PCA Components
PTSD,Multi,riemann,Gaussian,0.002,0.6170868347338935,0.3303679389508283,0.01,2,4,65
PTSD,Multi,riemann,Gaussian,0.0,0.7663865546218489,0.6044958419445886,0.01,4,4,65
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.7741176470588234,0.6155581731896408,0.01,8,4,65
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.7702521008403364,0.6040756323250122,0.36,10,4,65
PTSD,Multi,riemann,Gaussian,0.004,0.5116526610644258,0.08010880370641082,0.0,0.005,4,70
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.526890756302521,0.10926561742218972,0.12,0.5,4,70
PTSD,Multi,riemann,Gaussian,0.002,0.5152380952380953,0.1018564355243314,0.0,1,4,70
PTSD,Multi,riemann,Gaussian,0.002,0.6053781512605041,0.2902132364660956,0.01,2,4,70
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.8087394957983194,0.6868427158444657,0.01,4,4,70
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.7950700280112046,0.6636851579092238,0.01,8,4,70
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.7816246498599441,0.6430281880300742,0.04,10,4,70
PTSD,Multi,riemann,Gaussian,0.002,0.5014005602240896,0.07012123567026372,0.0,0.005,4,75
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.542296918767507,0.15487541816848785,0.01,0.5,4,75
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.5215686274509804,0.12984481717360052,0.02,1,4,75
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.558767507002801,0.18906337516454774,0.0,2,4,75
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.8424089635854343,0.7431064453702156,0.03,4,4,75
PTSD,Multi,riemann,Gaussian,0.0,0.8355182072829133,0.7328623379026401,0.03,8,4,75
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.8624089635854343,0.7755694697903934,0.02,10,4,75
PTSD,Multi,riemann,Gaussian,0.002,0.4942296918767507,0.0373149781831855,0.0,0.005,4,80
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.5897478991596639,0.24593978986445605,0.01,0.5,4,80
PTSD,Multi,riemann,Gaussian,0.002,0.5252100840336135,0.13286026538606466,0.03,1,4,80
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.5171428571428571,0.10747095908130126,0.02,2,4,80
PTSD,Multi,riemann,Gaussian,0.0,0.846778711484594,0.7466121873153658,0.01,4,4,80
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.8388795518207284,0.7321403945457333,0.01,8,4,80
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.871652661064426,0.7900411470013933,0.01,10,4,80
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.4962464985994398,0.04673349329597923,0.0,0.005,4,85
PTSD,Multi,riemann,Gaussian,0.002,0.6054901960784314,0.27308256710939294,0.0,0.5,4,85
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.565546218487395,0.2362976302330856,0.05,1,4,85
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.5385994397759103,0.1436756294053395,0.08,2,4,85
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.8466106442577033,0.7425254754909205,0.01,4,4,85
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.9155182072829132,0.8630527552526508,0.06,8,4,85
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.8695798319327732,0.7754046639661019,0.03,10,4,85
PTSD,Multi,riemann,Gaussian,0.004,0.5038655462184873,0.05295827034577698,0.0,0.005,4,90
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.5671708683473388,0.2071121855344394,0.02,0.5,4,90
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.5346218487394957,0.12951185129699855,0.05,1,4,90
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.557703081232493,0.19084003581829942,0.0,2,4,90
PTSD,Multi,riemann,Gaussian,0.002,0.8428571428571429,0.7353121570947752,0.01,4,4,90
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.8467787114845939,0.7385628487185861,0.02,8,4,90
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.9118767507002803,0.8539216398480013,0.03,10,4,90
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.48672268907563027,0.00868960637177462,0.01,0.005,4,95
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.48834733893557425,0.019008862362090782,0.0,0.5,4,95
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.5346778711484593,0.13127330253124495,0.01,1,4,95
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.5782072829131653,0.22272824976108854,0.01,2,4,95
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.8503081232492998,0.7477940755351973,0.3,4,4,95
PTSD,Multi,riemann,Gaussian,0.002,0.8583753501400562,0.7571224782839002,0.04,8,4,95
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.8623529411764708,0.7633417152505786,0.03,10,4,95
PTSD,Multi,riemann,Gaussian,0.002,0.48263305322128847,0.0,0.04,0.005,4,100
PTSD,Multi,riemann,Gaussian,0.005333333333333333,0.4924369747899159,0.028772870509619682,0.02,0.5,4,100
PTSD,Multi,riemann,Gaussian,0.006,0.4956302521008403,0.04166928796408597,0.01,1,4,100
PTSD,Multi,riemann,Gaussian,0.0073333333333333315,0.5557422969187675,0.17262703825179374,0.03,2,4,100
PTSD,Multi,riemann,Gaussian,0.008,0.8351260504201683,0.7168059779532471,0.05,4,4,100
PTSD,Multi,riemann,Gaussian,0.004,0.8122689075630253,0.6781624924825285,1.03,8,4,100
PTSD,Multi,riemann,Gaussian,0.006,0.8237535014005603,0.7004432171020619,0.26,10,4,100
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.4826890756302521,0.0,0.9,0.005,4,105
PTSD,Multi,riemann,Gaussian,0.007333333333333332,0.5059383753501401,0.0687375803258545,0.0,0.5,4,105
PTSD,Multi,riemann,Gaussian,0.006,0.48313725490196086,0.0,0.13,1,4,105
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.5179271708683474,0.09969040113731906,0.04,2,4,105
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.7742296918767508,0.6094397468328128,0.02,4,4,105
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.8010084033613445,0.6545254222650814,0.07,8,4,105
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.7890196078431374,0.6289720330323495,0.02,10,4,105
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.4828571428571429,0.0,0.01,0.005,4,110
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.4826890756302521,0.0,0.01,0.5,4,110
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.48274509803921567,0.0,0.0,1,4,110
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.48991596638655466,0.02727118065280473,0.01,2,4,110
PTSD,Multi,riemann,Gaussian,0.004,0.7738935574229693,0.6079243872926338,0.01,4,4,110
PTSD,Multi,riemann,Gaussian,0.002,0.7854901960784315,0.6260865654902007,0.02,8,4,110
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.7664425770308125,0.5884849837543449,0.02,10,4,110
PTSD,Multi,riemann,Gaussian,0.004666666666666667,0.4831932773109243,0.0,0.06,0.005,4,115
PTSD,Multi,riemann,Gaussian,0.004666666666666667,0.4824649859943978,0.0,0.02,0.5,4,115
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.48246498599439774,0.0,0.0,1,4,115
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.49378151260504194,0.03493414161858877,0.01,2,4,115
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.7702521008403361,0.593250044107377,0.01,4,4,115
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.7587114845938375,0.580434717724007,0.07,8,4,115
PTSD,Multi,riemann,Gaussian,0.004,0.7547899159663866,0.5730836207751803,0.03,10,4,115
PTSD,Multi,riemann,Gaussian,0.0,0.5707002801120447,0.20699333047817872,0.01,0.005,8,15
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.6077871148459384,0.2837358380287861,0.04,0.5,8,15
PTSD,Multi,riemann,Gaussian,0.0,0.6307002801120447,0.3354385505411014,0.01,1,8,15
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.5766386554621848,0.2311628115736904,0.01,2,8,15
PTSD,Multi,riemann,Gaussian,0.0,0.529187675070028,0.11041699947406983,0.01,4,8,15
PTSD,Multi,riemann,Gaussian,0.0,0.5289635854341737,0.0994564867398649,0.01,8,8,15
PTSD,Multi,riemann,Gaussian,0.002,0.5324369747899159,0.11785422314099965,0.0,10,8,15
PTSD,Multi,riemann,Gaussian,0.0,0.619047619047619,0.3226757622628024,0.02,0.005,8,20
PTSD,Multi,riemann,Gaussian,0.0,0.6839215686274509,0.43439720381994823,0.0,0.5,8,20
PTSD,Multi,riemann,Gaussian,0.0,0.6494677871148458,0.36578962613627486,0.01,1,8,20
PTSD,Multi,riemann,Gaussian,0.0,0.5963025210084033,0.2740651688815619,0.0,2,8,20
PTSD,Multi,riemann,Gaussian,0.0,0.5407843137254902,0.17910135066502908,0.0,4,8,20
PTSD,Multi,riemann,Gaussian,0.0,0.5364145658263304,0.12244856774935989,0.01,8,8,20
PTSD,Multi,riemann,Gaussian,0.0,0.5554061624649859,0.17640464913035236,0.0,10,8,20
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.5978151260504201,0.3027191390241589,0.0,0.005,8,25
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.6874509803921568,0.43843346669544914,0.0,0.5,8,25
PTSD,Multi,riemann,Gaussian,0.0,0.6876750700280111,0.4547953481185409,0.03,1,8,25
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.6575910364145658,0.4135430672198106,0.0,2,8,25
PTSD,Multi,riemann,Gaussian,0.0,0.5646498599439777,0.2299700364393478,0.06,4,8,25
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.597703081232493,0.25011216170242495,0.28,8,8,25
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.5346218487394958,0.2049265388806929,0.24,10,8,25
PTSD,Multi,riemann,Gaussian,0.002,0.6053221288515405,0.3146493123075811,0.45,0.005,8,30
PTSD,Multi,riemann,Gaussian,0.0,0.689859943977591,0.45635459887065744,0.0,0.5,8,30
PTSD,Multi,riemann,Gaussian,0.0,0.695686274509804,0.4723189757716553,0.0,1,8,30
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.609187675070028,0.3188196576320674,0.03,2,8,30
PTSD,Multi,riemann,Gaussian,0.0,0.5614565826330532,0.246951028663005,0.02,4,8,30
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.5727731092436973,0.24716082136171977,0.03,8,8,30
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.6129411764705883,0.29107385658872065,0.01,10,8,30
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.6033053221288516,0.29007359232417157,0.0,0.005,8,35
PTSD,Multi,riemann,Gaussian,0.002,0.676358543417367,0.42467898225263045,0.05,0.5,8,35
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.7070588235294117,0.49893035904440686,0.04,1,8,35
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.6032492997198879,0.2933679718467021,0.04,2,8,35
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.6438095238095239,0.34977039567553675,0.0,4,8,35
PTSD,Multi,riemann,Gaussian,0.0,0.6437535014005602,0.3573559300993425,0.03,8,8,35
PTSD,Multi,riemann,Gaussian,0.0,0.6512605042016806,0.36610702670850087,0.01,10,8,35
PTSD,Multi,riemann,Gaussian,0.002,0.6109803921568627,0.30989288053787756,0.03,0.005,8,40
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.6817366946778712,0.43255198188702576,0.01,0.5,8,40
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.6625770308123248,0.4298329525164451,0.0,1,8,40
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.6188235294117647,0.3217690360564222,0.21,2,8,40
PTSD,Multi,riemann,Gaussian,0.0,0.6089075630252101,0.30181189976798933,0.02,4,8,40
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.6169187675070028,0.31303575009630497,0.01,8,8,40
PTSD,Multi,riemann,Gaussian,0.0,0.6396638655462185,0.37373298296337504,0.05,10,8,40
PTSD,Multi,riemann,Gaussian,0.0,0.5473949579831933,0.17187391810587746,0.01,0.005,8,45
PTSD,Multi,riemann,Gaussian,0.0,0.592436974789916,0.26276389252997157,0.05,0.5,8,45
PTSD,Multi,riemann,Gaussian,0.0,0.6358543417366946,0.3618000533363885,0.0,1,8,45
PTSD,Multi,riemann,Gaussian,0.0,0.5749019607843137,0.22599926279919724,0.05,2,8,45
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.670812324929972,0.42926477374767996,0.01,4,8,45
PTSD,Multi,riemann,Gaussian,0.0,0.6610084033613446,0.4095689164806017,0.02,8,8,45
PTSD,Multi,riemann,Gaussian,0.0,0.639887955182073,0.37983564374240886,0.03,10,8,45
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.5457703081232492,0.16863929797154195,0.01,0.005,8,50
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.5631932773109243,0.18221139788622234,0.0,0.5,8,50
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.5614565826330532,0.23767559215994508,0.0,1,8,50
PTSD,Multi,riemann,Gaussian,0.002,0.5595518207282913,0.2353073349486319,0.01,2,8,50
PTSD,Multi,riemann,Gaussian,0.0,0.7071708683473389,0.47878165276177737,0.01,4,8,50
PTSD,Multi,riemann,Gaussian,0.0,0.7051540616246499,0.4728901050610839,0.01,8,8,50
PTSD,Multi,riemann,Gaussian,0.0,0.6972549019607843,0.451825701525434,0.01,10,8,50
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.5516526610644257,0.18129608251980134,0.0,0.005,8,55
PTSD,Multi,riemann,Gaussian,0.002,0.5327731092436975,0.1224128136273517,0.01,0.5,8,55
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.5116526610644258,0.11017664559864643,0.02,1,8,55
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.5323809523809523,0.11463885247233023,0.0,2,8,55
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.7202240896358544,0.5063039364420571,0.01,4,8,55
PTSD,Multi,riemann,Gaussian,0.002,0.7205042016806724,0.5087049054095515,0.01,8,8,55
PTSD,Multi,riemann,Gaussian,0.0,0.7393277310924371,0.5422639155100775,0.01,10,8,55
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.5497478991596639,0.16968999820176117,0.05,0.005,8,60
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.4959663865546219,0.0469168481738705,0.01,0.5,8,60
PTSD,Multi,riemann,Gaussian,0.0,0.5175350140056022,0.10173486561294659,0.0,1,8,60
PTSD,Multi,riemann,Gaussian,0.004,0.5347899159663866,0.13748366199394055,0.0,2,8,60
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.7337254901960784,0.5392031081667846,0.03,4,8,60
PTSD,Multi,riemann,Gaussian,0.0,0.7738375350140055,0.603967789497349,0.04,8,8,60
PTSD,Multi,riemann,Gaussian,0.009333333333333334,0.7317647058823529,0.5453492895915163,0.01,10,8,60
PTSD,Multi,riemann,Gaussian,0.0,0.5099159663865546,0.06990016351610956,0.0,0.005,8,65
PTSD,Multi,riemann,Gaussian,0.006666666666666667,0.48431372549019613,0.00793287566742944,0.17,0.5,8,65
PTSD,Multi,riemann,Gaussian,0.005333333333333332,0.5034173669467787,0.0658904166707304,1.11,1,8,65
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.5552380952380953,0.18142124706471438,0.07,2,8,65
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.7814565826330533,0.6250760198774776,0.07,4,8,65
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.7394957983193277,0.5598812380894491,0.01,8,8,65
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.7604481792717086,0.6039293558627656,0.03,10,8,65
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.4824649859943977,0.0,0.02,0.005,8,70
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.48291316526610645,0.0,0.0,0.5,8,70
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.4787675070028011,-0.005362964001542325,0.05,1,8,70
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.5579831932773109,0.1914371244316131,0.01,2,8,70
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.8197198879551822,0.7040510719901487,0.15,4,8,70
PTSD,Multi,riemann,Gaussian,0.004666666666666667,0.8253221288515405,0.7173307086890172,0.05,8,8,70
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.8048179271708684,0.6773731363534142,0.24,10,8,70
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.48257703081232495,0.0,0.0,0.005,8,75
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.48274509803921567,0.0,0.06,0.5,8,75
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.47882352941176476,-0.004685169211553109,0.01,1,8,75
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.5131652661064425,0.07037596696491247,0.02,2,8,75
PTSD,Multi,riemann,Gaussian,0.0,0.8446498599439777,0.7573338616926691,0.01,4,8,75
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.8621288515406164,0.7785799949677771,0.05,8,8,75
PTSD,Multi,riemann,Gaussian,0.002,0.8350700280112044,0.7328431027229368,0.02,10,8,75
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.48235294117647054,0.0,0.0,0.005,8,80
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.4849299719887955,0.005721393034825869,0.01,0.5,8,80
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.48128851540616246,0.004386215708885777,0.04,1,8,80
PTSD,Multi,riemann,Gaussian,0.005333333333333333,0.49226890756302516,0.024727772279492737,0.01,2,8,80
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.8928851540616248,0.8229689276991278,0.08,4,8,80
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.8711484593837537,0.7874300167616006,0.08,8,8,80
PTSD,Multi,riemann,Gaussian,0.0,0.8871708683473389,0.8150528886632274,0.09,10,8,80
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.48296918767506997,0.0,0.01,0.005,8,85
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.4850980392156863,0.006407634628493527,0.01,0.5,8,85
PTSD,Multi,riemann,Gaussian,0.004,0.47669467787114844,-0.005843087932042889,0.09,1,8,85
PTSD,Multi,riemann,Gaussian,0.006666666666666666,0.4980952380952381,0.05121616606089035,0.23,2,8,85
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.8700280112044818,0.7822760935243749,0.12,4,8,85
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.89624649859944,0.8232710789494083,0.04,8,8,85
PTSD,Multi,riemann,Gaussian,0.002,0.9044257703081233,0.8427018852454978,0.01,10,8,85
PTSD,Multi,riemann,Gaussian,0.01,0.4824649859943978,0.0,0.02,0.005,8,90
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.48296918767507,0.0,1.23,0.5,8,90
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.4828011204481792,0.0006289308176100628,0.01,1,8,90
PTSD,Multi,riemann,Gaussian,0.004,0.5001680672268908,0.04686884935997433,0.0,2,8,90
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.8774229691876752,0.793231030998052,0.07,4,8,90
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.8775350140056023,0.796372176995716,0.01,8,8,90
PTSD,Multi,riemann,Gaussian,0.002,0.8816246498599442,0.8019607864515411,0.03,10,8,90
PTSD,Multi,riemann,Gaussian,0.002,0.4830812324929972,0.0,0.11,0.005,8,95
PTSD,Multi,riemann,Gaussian,0.004666666666666666,0.48224089635854345,0.0,0.02,0.5,8,95
PTSD,Multi,riemann,Gaussian,0.002,0.48285714285714293,0.0,0.0,1,8,95
PTSD,Multi,riemann,Gaussian,0.002,0.5096918767507003,0.06223773176019671,0.08,2,8,95
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.8386554621848741,0.7271438762837368,0.01,4,8,95
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.8427450980392159,0.7299604723932425,0.01,8,8,95
PTSD,Multi,riemann,Gaussian,0.002,0.8389915966386554,0.7265440416149771,0.02,10,8,95
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.4826330532212885,0.0,0.01,0.005,8,100
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.48364145658263313,0.0,0.02,0.5,8,100
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.48268907563025204,0.0,0.0,1,8,100
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.5031932773109243,0.056566856628432936,0.09,2,8,100
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.7969747899159665,0.643432049741346,0.07,4,8,100
PTSD,Multi,riemann,Gaussian,0.004,0.8357422969187677,0.7097999862753983,0.02,8,8,100
PTSD,Multi,riemann,Gaussian,0.0,0.796918767507003,0.6462657892669342,0.05,10,8,100
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.4820728291316526,0.0,0.0,0.005,8,105
PTSD,Multi,riemann,Gaussian,0.002,0.48296918767507,0.0,0.05,0.5,8,105
PTSD,Multi,riemann,Gaussian,0.004666666666666667,0.4828011204481793,0.0,0.0,1,8,105
PTSD,Multi,riemann,Gaussian,0.005333333333333332,0.48296918767506997,0.0,0.0,2,8,105
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.7856022408963587,0.6219243693090842,0.05,4,8,105
PTSD,Multi,riemann,Gaussian,0.004,0.7933333333333334,0.6455195214121574,0.08,8,8,105
PTSD,Multi,riemann,Gaussian,0.002,0.7859383753501401,0.636729932177442,0.01,10,8,105
PTSD,Multi,riemann,Gaussian,0.002,0.4830252100840336,0.0,0.02,0.005,8,110
PTSD,Multi,riemann,Gaussian,0.004,0.4825210084033614,0.0,0.02,0.5,8,110
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.48313725490196086,0.0,0.01,1,8,110
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.4831932773109243,0.0,0.01,2,8,110
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.7735014005602241,0.6089352496381283,0.04,4,8,110
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.7703641456582634,0.5965864635506172,0.03,8,8,110
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.7701960784313724,0.6002871810970686,0.01,10,8,110
PTSD,Multi,riemann,Gaussian,0.005333333333333333,0.4825770308123249,0.0,0.0,0.005,8,115
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.48268907563025215,0.0,0.0,0.5,8,115
PTSD,Multi,riemann,Gaussian,0.0026666666666666666,0.4828571428571428,0.0,0.05,1,8,115
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.4826890756302521,0.0,0.0,2,8,115
PTSD,Multi,riemann,Gaussian,0.0033333333333333335,0.7736694677871151,0.6090929963384232,0.01,4,8,115
PTSD,Multi,riemann,Gaussian,0.005333333333333333,0.7394397759103641,0.5422946816335991,0.18,8,8,115
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.7588795518207283,0.5796130749353453,0.02,10,8,115
PTSD,Multi,riemann,Gaussian,0.0,0.5728851540616248,0.24151461295762627,0.11,0.005,10,15
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.632156862745098,0.3208894733733563,0.45,0.5,10,15
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.662689075630252,0.3978737864420937,0.59,1,10,15
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.5962464985994397,0.2789632127398427,0.01,2,10,15
PTSD,Multi,riemann,Gaussian,0.0,0.5365826330532213,0.11986185305019767,0.15,4,10,15
PTSD,Multi,riemann,Gaussian,0.0,0.5287394957983192,0.10287011806344798,0.02,8,10,15
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.5290196078431372,0.11167288241841895,0.01,10,10,15
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.6149579831932773,0.33083896758758413,0.0,0.005,10,20
PTSD,Multi,riemann,Gaussian,0.0,0.687563025210084,0.44854354075179653,0.0,0.5,10,20
PTSD,Multi,riemann,Gaussian,0.0,0.656750700280112,0.3916332081210035,0.0,1,10,20
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.6188235294117647,0.3253108127019647,0.02,2,10,20
PTSD,Multi,riemann,Gaussian,0.0,0.5112605042016806,0.12084419108559175,0.01,4,10,20
PTSD,Multi,riemann,Gaussian,0.0,0.5305322128851541,0.1534523100432646,0.0,8,10,20
PTSD,Multi,riemann,Gaussian,0.0,0.5287955182072829,0.15214470882603331,0.01,10,10,20
PTSD,Multi,riemann,Gaussian,0.0,0.5906442577030812,0.2989991018345727,0.0,0.005,10,25
PTSD,Multi,riemann,Gaussian,0.0013333333333333333,0.7031932773109243,0.4703738663204572,0.03,0.5,10,25
PTSD,Multi,riemann,Gaussian,0.0,0.7048739495798321,0.49252158503919835,0.0,1,10,25
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.6434173669467786,0.39433679676149397,0.0,2,10,25
PTSD,Multi,riemann,Gaussian,0.0,0.6054901960784314,0.27685462136830075,0.03,4,10,25
PTSD,Multi,riemann,Gaussian,0.0,0.5899159663865545,0.24346925030500752,0.0,8,10,25
PTSD,Multi,riemann,Gaussian,0.0,0.5826890756302521,0.22626579505713257,0.0,10,10,25
PTSD,Multi,riemann,Gaussian,0.0,0.5704761904761905,0.2422867285677805,0.0,0.005,10,30
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.6862184873949578,0.4573579928960319,0.09,0.5,10,30
PTSD,Multi,riemann,Gaussian,0.0,0.6819047619047619,0.44989478273927813,0.01,1,10,30
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.5998319327731092,0.3115967078637724,0.0,2,10,30
PTSD,Multi,riemann,Gaussian,0.0006666666666666666,0.5978711484593836,0.2534715011681614,0.0,4,10,30
PTSD,Multi,riemann,Gaussian,0.0,0.6014565826330532,0.2753548800553542,0.01,8,10,30
PTSD,Multi,riemann,Gaussian,0.0,0.6129971988795517,0.2946643066900357,0.0,10,10,30
PTSD,Multi,riemann,Gaussian,0.0,0.5922689075630252,0.2588185046986322,0.1,0.005,10,35
PTSD,Multi,riemann,Gaussian,0.0,0.6973109243697481,0.4718905474645879,0.04,0.5,10,35
PTSD,Multi,riemann,Gaussian,0.0,0.6877310924369747,0.4601738080453541,0.02,1,10,35
PTSD,Multi,riemann,Gaussian,0.0,0.6067226890756303,0.3017458728453028,0.01,2,10,35
PTSD,Multi,riemann,Gaussian,0.0,0.6475630252100839,0.358415958559637,0.01,4,10,35
PTSD,Multi,riemann,Gaussian,0.0,0.6225210084033612,0.31393598825205427,0.03,8,10,35
PTSD,Multi,riemann,Gaussian,0.0,0.6380392156862745,0.3457930446689999,0.0,10,10,35
