Dataset,Classification Type,Metric,Kernel Type,SVM Time,PCA + SVM Results Accuracy,PCA + SVM Kappa,KPCA-Time,Sigma,Gamma,Total PCA Components
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.45383753501400564,-0.002666666666666669,0.0,0.5,1,20
PTSD,Multi,wasserstein,Gaussian,0.0,0.48666666666666664,0.008966157396954418,0.02,1,1,20
PTSD,Multi,wasserstein,Gaussian,0.0,0.5345658263305322,0.11010141027308956,0.01,2,1,20
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.595798319327731,0.2859561240096381,0.0,4,1,20
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.5191596638655461,0.11346810258130373,0.05,8,1,20
PTSD,Multi,wasserstein,Gaussian,0.0,0.4907002801120449,0.04095898705294862,0.03,10,1,20
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.482296918767507,0.0,0.01,0.005,1,25
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.49736694677871146,0.04549865870549119,0.02,0.5,1,25
PTSD,Multi,wasserstein,Gaussian,0.0,0.46913165266106444,0.03790106718519232,0.01,1,1,25
PTSD,Multi,wasserstein,Gaussian,0.0,0.542296918767507,0.17460936668736698,0.0,2,1,25
PTSD,Multi,wasserstein,Gaussian,0.0,0.6245378151260504,0.33568277522677953,0.01,4,1,25
PTSD,Multi,wasserstein,Gaussian,0.0,0.538263305322129,0.15821383830514743,0.01,8,1,25
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.5020168067226891,0.07519579014559875,0.0,10,1,25
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.48302521008403354,0.0,0.02,0.005,1,30
PTSD,Multi,wasserstein,Gaussian,0.0,0.4941736694677872,0.03447298713403517,0.0,0.5,1,30
PTSD,Multi,wasserstein,Gaussian,0.0,0.49070028011204486,0.0494111363345264,0.0,1,1,30
PTSD,Multi,wasserstein,Gaussian,0.0,0.593781512605042,0.237521869990422,0.01,2,1,30
PTSD,Multi,wasserstein,Gaussian,0.0,0.6650980392156863,0.4176344580315296,0.01,4,1,30
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.5575350140056022,0.22142748065699439,0.0,8,1,30
PTSD,Multi,wasserstein,Gaussian,0.0,0.5215126050420168,0.11201459228477076,0.01,10,1,30
PTSD,Multi,wasserstein,Gaussian,0.0,0.48453781512605043,0.013475219029985209,0.0,0.005,1,35
PTSD,Multi,wasserstein,Gaussian,0.0,0.520952380952381,0.09984642851200252,0.02,0.5,1,35
PTSD,Multi,wasserstein,Gaussian,0.0,0.5003361344537816,0.08046562369037764,0.0,1,1,35
PTSD,Multi,wasserstein,Gaussian,0.002,0.5443697478991595,0.2547139398430053,0.05,2,1,35
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.6462184873949579,0.37818884889593296,0.0,4,1,35
PTSD,Multi,wasserstein,Gaussian,0.0,0.5862745098039215,0.2602618891911443,0.03,8,1,35
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.553781512605042,0.17043884732458034,0.0,10,1,35
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.4887394957983194,0.03421440076346027,0.05,0.005,1,40
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.5982072829131653,0.2520477286248612,0.01,0.5,1,40
PTSD,Multi,wasserstein,Gaussian,0.0,0.5938375350140055,0.2443120509070809,0.03,1,1,40
PTSD,Multi,wasserstein,Gaussian,0.0,0.6533333333333334,0.39708081061120953,0.01,2,1,40
PTSD,Multi,wasserstein,Gaussian,0.0,0.6989915966386552,0.48600958018280493,0.05,4,1,40
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.6147338935574229,0.3122721244421935,0.01,8,1,40
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.558375350140056,0.18919290209078635,0.03,10,1,40
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.4903081232492997,0.023388712654791047,0.0,0.005,1,45
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.5937815126050421,0.24141732468414617,0.02,0.5,1,45
PTSD,Multi,wasserstein,Gaussian,0.0,0.5670028011204482,0.22226562729257482,0.01,1,1,45
PTSD,Multi,wasserstein,Gaussian,0.0,0.6567507002801121,0.4074725930593871,0.0,2,1,45
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.6841456582633053,0.4714199428901747,0.01,4,1,45
PTSD,Multi,wasserstein,Gaussian,0.0,0.6378711484593838,0.36555749180290353,0.03,8,1,45
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.5478991596638655,0.165091603134285,0.0,10,1,45
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.4901400560224089,0.026520682876687317,0.0,0.005,1,50
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.6171428571428571,0.3183289655304388,0.01,0.5,1,50
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.6187114845938375,0.29700454195559856,0.03,1,1,50
PTSD,Multi,wasserstein,Gaussian,0.0,0.6936134453781512,0.4532805825012069,0.01,2,1,50
PTSD,Multi,wasserstein,Gaussian,0.0,0.705266106442577,0.5070353211182124,0.01,4,1,50
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.6418487394957982,0.36699194343058283,0.01,8,1,50
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.5801680672268908,0.22814472984334364,0.0,10,1,50
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.5078431372549019,0.0648631350144122,0.0,0.005,1,55
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.6208963585434174,0.31731639930670347,0.02,0.5,1,55
PTSD,Multi,wasserstein,Gaussian,0.0,0.6472829131652661,0.34648748754964676,0.0,1,1,55
PTSD,Multi,wasserstein,Gaussian,0.0,0.6899719887955181,0.4716497473630091,0.04,2,1,55
PTSD,Multi,wasserstein,Gaussian,0.0,0.7451540616246499,0.5755108200957627,0.0,4,1,55
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.6555182072829131,0.3803428302376201,0.01,8,1,55
PTSD,Multi,wasserstein,Gaussian,0.0,0.5746778711484594,0.21636540403711815,0.04,10,1,55
PTSD,Multi,wasserstein,Gaussian,0.0,0.5343417366946779,0.13346458193886546,0.0,0.005,1,60
PTSD,Multi,wasserstein,Gaussian,0.0,0.6643697478991595,0.39425878032599526,0.02,0.5,1,60
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.6741736694677871,0.407883675120125,0.06,1,1,60
PTSD,Multi,wasserstein,Gaussian,0.002,0.7124369747899159,0.4908498851241591,0.05,2,1,60
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.7452100840336136,0.573037434392481,0.1,4,1,60
PTSD,Multi,wasserstein,Gaussian,0.002,0.6550700280112044,0.3797720246404503,0.01,8,1,60
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.5957422969187676,0.2605551899694561,0.01,10,1,60
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.5689075630252101,0.2118029945967895,0.0,0.005,1,65
PTSD,Multi,wasserstein,Gaussian,0.0,0.6956302521008404,0.45219504753114415,0.03,0.5,1,65
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.6763585434173669,0.41689442791964654,0.01,1,1,65
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.7490196078431374,0.5661575417014952,0.01,2,1,65
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.8025770308123251,0.6713768024776852,0.03,4,1,65
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.6509243697478991,0.37519973293332026,0.02,8,1,65
PTSD,Multi,wasserstein,Gaussian,0.0,0.5616806722689076,0.18463500994893348,0.03,10,1,65
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.5338375350140058,0.15448081252309448,0.0,0.005,1,70
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.6841456582633051,0.4371752142077184,0.01,0.5,1,70
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.7008403361344536,0.4724994994120719,0.04,1,1,70
PTSD,Multi,wasserstein,Gaussian,0.0,0.7646498599439775,0.5915645693852501,0.04,2,1,70
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.7913165266106444,0.6523464228483923,0.02,4,1,70
PTSD,Multi,wasserstein,Gaussian,0.0,0.7054901960784313,0.48553027187264036,0.03,8,1,70
PTSD,Multi,wasserstein,Gaussian,0.0,0.5803361344537816,0.22165253188059675,0.01,10,1,70
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.5000560224089636,0.0616680621982316,0.0,0.005,1,75
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.7503641456582635,0.5741856915190156,0.01,0.5,1,75
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.766218487394958,0.5972271353176398,0.01,1,1,75
PTSD,Multi,wasserstein,Gaussian,0.002,0.8003361344537817,0.6581650120688382,0.01,2,1,75
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.8446498599439778,0.7446246855847808,0.03,4,1,75
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.6759103641456582,0.4412656009310678,0.01,8,1,75
PTSD,Multi,wasserstein,Gaussian,0.002,0.5898599439775911,0.25185688014598917,0.03,10,1,75
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.4882913165266106,0.017423370422750373,0.0,0.005,1,80
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.8005602240896361,0.659496472997249,0.08,0.5,1,80
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.8278431372549021,0.7118853346075636,0.02,1,1,80
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.8521568627450982,0.756137620493982,0.01,2,1,80
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.8580392156862746,0.7587659436640716,0.09,4,1,80
PTSD,Multi,wasserstein,Gaussian,0.0033333333333333335,0.7184873949579832,0.5057664474072447,0.01,8,1,80
PTSD,Multi,wasserstein,Gaussian,0.0033333333333333335,0.6012885154061625,0.2717626103598513,0.01,10,1,80
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.4963025210084034,0.05259657978546375,0.01,0.005,1,85
PTSD,Multi,wasserstein,Gaussian,0.002,0.8582633053221291,0.7586005138581171,0.01,0.5,1,85
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.8582633053221289,0.7577263760892108,0.01,1,1,85
PTSD,Multi,wasserstein,Gaussian,0.0,0.8623529411764708,0.7629653768338868,0.01,2,1,85
PTSD,Multi,wasserstein,Gaussian,0.002,0.9079551820728293,0.8502856146863557,0.04,4,1,85
PTSD,Multi,wasserstein,Gaussian,0.0,0.7379271708683474,0.5361928131089607,0.02,8,1,85
PTSD,Multi,wasserstein,Gaussian,0.002,0.6129971988795517,0.2977523528828557,0.03,10,1,85
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.5175910364145657,0.09747208262043007,0.02,0.005,1,90
PTSD,Multi,wasserstein,Gaussian,0.002,0.7719327731092439,0.6034339238623135,0.01,0.5,1,90
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.8393277310924371,0.7297335970768268,0.01,1,1,90
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.8505882352941179,0.7484063404502225,0.01,2,1,90
PTSD,Multi,wasserstein,Gaussian,0.002,0.8811204481792718,0.7999206432375288,0.01,4,1,90
PTSD,Multi,wasserstein,Gaussian,0.002,0.7168627450980394,0.5026615022619166,0.13,8,1,90
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.5788235294117646,0.2264324093035201,0.03,10,1,90
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.5368067226890756,0.14295666182101938,0.0,0.005,1,95
PTSD,Multi,wasserstein,Gaussian,0.004,0.812044817927171,0.6777618517274239,0.09,0.5,1,95
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.8578151260504204,0.756322361237529,0.04,1,1,95
PTSD,Multi,wasserstein,Gaussian,0.002,0.8583753501400562,0.758931884165117,0.02,2,1,95
PTSD,Multi,wasserstein,Gaussian,0.002,0.843249299719888,0.7327602328509251,0.02,4,1,95
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.710812324929972,0.48110531388849354,0.02,8,1,95
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.5810084033613445,0.2233766557739362,0.02,10,1,95
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.5017927170868347,0.06400260879452441,0.06,0.005,1,100
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.796918767507003,0.6513028340550697,0.01,0.5,1,100
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.792941176470588,0.6395488909732684,0.02,1,1,100
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.8082913165266107,0.6712318517083783,0.01,2,1,100
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.8335014005602243,0.7148797973306735,0.02,4,1,100
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.7026330532212884,0.46810789762059307,0.01,8,1,100
PTSD,Multi,wasserstein,Gaussian,0.004,0.5807843137254901,0.21734216633845121,0.03,10,1,100
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.4942296918767507,0.03053160606324721,0.0,0.005,1,105
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.7858263305322128,0.6299331074906774,0.01,0.5,1,105
PTSD,Multi,wasserstein,Gaussian,0.002,0.7932773109243698,0.6422555102508258,0.05,1,1,105
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.8195518207282914,0.6894840559321097,0.01,2,1,105
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.8238655462184875,0.6993688889355816,0.02,4,1,105
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.6900280112044815,0.4412643625709531,0.05,8,1,105
PTSD,Multi,wasserstein,Gaussian,0.0,0.5743417366946779,0.20514583872904588,0.01,10,1,105
PTSD,Multi,wasserstein,Gaussian,0.004666666666666667,0.5036974789915967,0.08183279232235413,0.0,0.005,1,110
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.7611764705882353,0.5852230951207644,0.05,0.5,1,110
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.7505882352941178,0.5686159614666091,0.02,1,1,110
PTSD,Multi,wasserstein,Gaussian,0.002,0.7626330532212887,0.5813651900438283,0.01,2,1,110
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.7777030812324932,0.606260096894985,0.03,4,1,110
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.7126610644257703,0.4869927891362996,0.01,8,1,110
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.5481792717086835,0.1561687242798391,0.02,10,1,110
PTSD,Multi,wasserstein,Gaussian,0.002,0.5132773109243698,0.0809915378289508,0.05,0.005,1,115
PTSD,Multi,wasserstein,Gaussian,0.0033333333333333335,0.6724929971988796,0.4009450287542824,0.04,0.5,1,115
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.7084593837535015,0.48182831471075327,0.01,1,1,115
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.7471148459383755,0.5503792684151424,0.04,2,1,115
PTSD,Multi,wasserstein,Gaussian,0.004,0.7587675070028013,0.5719348436335352,0.01,4,1,115
PTSD,Multi,wasserstein,Gaussian,0.002,0.6971988795518208,0.47599257713415544,0.01,8,1,115
PTSD,Multi,wasserstein,Gaussian,0.002,0.5495238095238094,0.1572355591910404,0.01,10,1,115
PTSD,Multi,wasserstein,Gaussian,0.0,0.48476190476190484,0.006709493219129185,0.0,0.005,2,15
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.5330532212885155,0.1230067831846416,0.02,0.5,2,15
PTSD,Multi,wasserstein,Gaussian,0.0,0.5443137254901961,0.1372751281155334,0.0,1,2,15
PTSD,Multi,wasserstein,Gaussian,0.0,0.5442016806722688,0.14145005721757906,0.01,2,2,15
PTSD,Multi,wasserstein,Gaussian,0.0,0.6071708683473389,0.3131328782581341,0.01,4,2,15
PTSD,Multi,wasserstein,Gaussian,0.0,0.5765826330532212,0.2597777269928603,0.0,8,2,15
PTSD,Multi,wasserstein,Gaussian,0.0,0.5094677871148459,0.13118793298270115,0.02,10,2,15
PTSD,Multi,wasserstein,Gaussian,0.0,0.4901400560224089,0.028684273237515746,0.0,0.005,2,20
PTSD,Multi,wasserstein,Gaussian,0.0,0.5441456582633053,0.1400998014393191,0.0,0.5,2,20
PTSD,Multi,wasserstein,Gaussian,0.0,0.5400560224089636,0.12789463910238746,0.0,1,2,20
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.560952380952381,0.16990408689803319,0.05,2,2,20
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.6357983193277311,0.3680490486220236,0.03,4,2,20
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.5882913165266106,0.2649903267513613,0.01,8,2,20
PTSD,Multi,wasserstein,Gaussian,0.0,0.5667226890756303,0.23538047302900908,0.04,10,2,20
PTSD,Multi,wasserstein,Gaussian,0.0,0.4922128851540616,0.023605672848955577,0.0,0.005,2,25
PTSD,Multi,wasserstein,Gaussian,0.0,0.578767507002801,0.2166054162971927,0.02,0.5,2,25
PTSD,Multi,wasserstein,Gaussian,0.0,0.573109243697479,0.204351569186982,0.01,1,2,25
PTSD,Multi,wasserstein,Gaussian,0.0,0.5938375350140055,0.25033242218778906,0.01,2,2,25
PTSD,Multi,wasserstein,Gaussian,0.0,0.6782633053221289,0.4454143042862872,0.0,4,2,25
PTSD,Multi,wasserstein,Gaussian,0.0,0.6285714285714284,0.34750069634140046,0.01,8,2,25
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.5900280112044817,0.2640368258436205,0.0,10,2,25
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.5022408963585434,0.055896561641822974,0.01,0.005,2,30
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.6016246498599439,0.26047299570947324,0.0,0.5,2,30
PTSD,Multi,wasserstein,Gaussian,0.0,0.610812324929972,0.2798999180323224,0.02,1,2,30
PTSD,Multi,wasserstein,Gaussian,0.0,0.5820728291316526,0.27443417736849096,0.03,2,2,30
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.710420168067227,0.5144750937657359,0.0,4,2,30
PTSD,Multi,wasserstein,Gaussian,0.0,0.6244817927170868,0.35111104890943423,0.01,8,2,30
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.6224649859943977,0.3388745587591437,0.03,10,2,30
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.5235294117647059,0.15910894761095212,0.0,0.005,2,35
PTSD,Multi,wasserstein,Gaussian,0.0,0.5861064425770307,0.2884237863311313,0.02,0.5,2,35
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.5844817927170868,0.2598537834809094,0.08,1,2,35
PTSD,Multi,wasserstein,Gaussian,0.0,0.5956862745098039,0.2988842088524145,0.05,2,2,35
PTSD,Multi,wasserstein,Gaussian,0.0,0.7471148459383753,0.5775627156493638,0.01,4,2,35
PTSD,Multi,wasserstein,Gaussian,0.0,0.6762464985994397,0.4370574815231773,0.03,8,2,35
PTSD,Multi,wasserstein,Gaussian,0.0,0.6435294117647058,0.37129793592074656,0.02,10,2,35
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.5248739495798319,0.15837394166944965,0.03,0.005,2,40
PTSD,Multi,wasserstein,Gaussian,0.0,0.6551820728291315,0.3745526797557922,0.02,0.5,2,40
PTSD,Multi,wasserstein,Gaussian,0.0,0.6667226890756301,0.3880654337202421,0.01,1,2,40
PTSD,Multi,wasserstein,Gaussian,0.0,0.6207843137254903,0.35448645487890934,0.01,2,2,40
PTSD,Multi,wasserstein,Gaussian,0.0,0.7277871148459385,0.548720913912329,0.01,4,2,40
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.7053781512605043,0.4943216310467899,0.0,8,2,40
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.6512605042016806,0.38800342290925866,0.0,10,2,40
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.5365266106442576,0.15044503143406487,0.02,0.005,2,45
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.674173669467787,0.4273936200904016,0.07,0.5,2,45
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.66296918767507,0.39784969545854054,0.01,1,2,45
PTSD,Multi,wasserstein,Gaussian,0.0,0.6745098039215686,0.43155665081342853,0.01,2,2,45
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.7717647058823528,0.6324873654883351,0.02,4,2,45
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.7355182072829133,0.5544558057919503,0.01,8,2,45
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.6913725490196077,0.4646623256972653,0.02,10,2,45
PTSD,Multi,wasserstein,Gaussian,0.0,0.54593837535014,0.16023069374903479,0.0,0.005,2,50
PTSD,Multi,wasserstein,Gaussian,0.002,0.6799999999999999,0.42639639903725396,0.02,0.5,2,50
PTSD,Multi,wasserstein,Gaussian,0.002,0.693781512605042,0.4687214176266102,0.01,1,2,50
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.6937254901960784,0.4613199057818267,0.03,2,2,50
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.7794397759103641,0.6440584102851667,0.01,4,2,50
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.7338375350140056,0.5478622163090386,0.0,8,2,50
PTSD,Multi,wasserstein,Gaussian,0.002,0.7281232492997198,0.5394047963617626,0.01,10,2,50
PTSD,Multi,wasserstein,Gaussian,0.0033333333333333335,0.5824649859943977,0.23605499259318435,0.03,0.005,2,55
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.7243697478991595,0.5264119904685938,0.02,0.5,2,55
PTSD,Multi,wasserstein,Gaussian,0.0,0.7184313725490196,0.5069039496815732,0.02,1,2,55
PTSD,Multi,wasserstein,Gaussian,0.0,0.709075630252101,0.49246265412814666,0.02,2,2,55
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.8122689075630253,0.6943024558874765,0.03,4,2,55
PTSD,Multi,wasserstein,Gaussian,0.0,0.8180392156862747,0.6957744718324081,0.16,8,2,55
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.7425210084033613,0.561509972316808,0.02,10,2,55
PTSD,Multi,wasserstein,Gaussian,0.002,0.5819607843137254,0.2587027244511858,0.01,0.005,2,60
PTSD,Multi,wasserstein,Gaussian,0.0,0.7124929971988795,0.5151719975625718,0.0,0.5,2,60
PTSD,Multi,wasserstein,Gaussian,0.0,0.747170868347339,0.5512007124764362,0.02,1,2,60
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.768235294117647,0.5924155514447912,0.01,2,2,60
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.8487394957983195,0.7497171301840667,0.03,4,2,60
PTSD,Multi,wasserstein,Gaussian,0.0,0.821904761904762,0.7021895932968476,0.01,8,2,60
PTSD,Multi,wasserstein,Gaussian,0.002,0.7432492997198881,0.5513997550788949,0.01,10,2,60
PTSD,Multi,wasserstein,Gaussian,0.002,0.6324929971988796,0.35301358766733365,0.02,0.005,2,65
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.7742296918767507,0.6085747302957901,0.01,0.5,2,65
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.7454341736694678,0.5526807210827426,0.02,1,2,65
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.7890756302521009,0.6322875529551282,0.02,2,2,65
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.8369187675070029,0.7260338969824006,0.02,4,2,65
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.8333333333333336,0.7247905003704681,0.02,8,2,65
PTSD,Multi,wasserstein,Gaussian,0.002,0.7431372549019609,0.5554997929505139,0.01,10,2,65
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.6171988795518206,0.3198082963956461,0.01,0.005,2,70
PTSD,Multi,wasserstein,Gaussian,0.002,0.7837535014005603,0.6298851713897626,0.04,0.5,2,70
PTSD,Multi,wasserstein,Gaussian,0.0,0.76296918767507,0.600847881714779,0.01,1,2,70
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.7720448179271708,0.6115588300932093,0.02,2,2,70
PTSD,Multi,wasserstein,Gaussian,0.002,0.8137815126050422,0.6896586712359892,0.03,4,2,70
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.8814565826330533,0.8029075209844545,0.04,8,2,70
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.7638095238095239,0.6017655504589645,0.01,10,2,70
PTSD,Multi,wasserstein,Gaussian,0.002,0.5618487394957985,0.19713173178796728,0.01,0.005,2,75
PTSD,Multi,wasserstein,Gaussian,0.0,0.8085714285714286,0.6767206899919028,0.01,0.5,2,75
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.827843137254902,0.7128243790122919,0.04,1,2,75
PTSD,Multi,wasserstein,Gaussian,0.0,0.806890756302521,0.6738017082111664,0.05,2,2,75
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.8739495798319329,0.7879721522964517,0.01,4,2,75
PTSD,Multi,wasserstein,Gaussian,0.0033333333333333335,0.835294117647059,0.7186680845281651,0.01,8,2,75
PTSD,Multi,wasserstein,Gaussian,0.0006666666666666666,0.8084593837535015,0.6696758187837466,0.03,10,2,75
PTSD,Multi,wasserstein,Gaussian,0.0,0.5328851540616246,0.12000902589562082,0.0,0.005,2,80
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.8408403361344537,0.7309112339875526,0.04,0.5,2,80
PTSD,Multi,wasserstein,Gaussian,0.0,0.846778711484594,0.7403063443308782,0.01,1,2,80
PTSD,Multi,wasserstein,Gaussian,0.002,0.8545098039215688,0.7591945415488279,0.07,2,2,80
PTSD,Multi,wasserstein,Gaussian,0.005333333333333333,0.9272829131652661,0.881434337812237,0.16,4,2,80
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.9058263305322131,0.8443407290475123,0.16,8,2,80
PTSD,Multi,wasserstein,Gaussian,0.002,0.8217927170868349,0.6991900073855827,0.05,10,2,80
PTSD,Multi,wasserstein,Gaussian,0.004666666666666667,0.5383753501400559,0.15181457807358464,0.0,0.005,2,85
PTSD,Multi,wasserstein,Gaussian,0.0033333333333333335,0.8407843137254903,0.7323778640115503,0.13,0.5,2,85
PTSD,Multi,wasserstein,Gaussian,0.0033333333333333335,0.8774789915966389,0.7933503755158751,0.25,1,2,85
PTSD,Multi,wasserstein,Gaussian,0.0026666666666666666,0.8853221288515408,0.8078102735489648,0.04,2,2,85
PTSD,Multi,wasserstein,Gaussian,0.0013333333333333333,0.8888515406162466,0.8190368043135646,0.08,4,2,85
PTSD,Multi,wasserstein,Gaussian,0.002,0.9194397759103643,0.8660374823866474,0.01,8,2,85
PTSD,Multi,wasserstein,Gaussian,0.0033333333333333335,0.834901960784314,0.7253327552182497,0.01,10,2,85
PTSD,Multi,wasserstein,Gaussian,0.004666666666666667,0.5742857142857143,0.22735392730165416,0.01,0.005,2,90
PTSD,Multi,wasserstein,Gaussian,0.002,0.8392156862745099,0.7283233340238541,0.02,0.5,2,90
